                    *********************************************************************************
                    *  Z= 22 A= 47: Positive-Parity Spin-dependent Level Density [MeV-1] for TI 47  *
  11.00  1.540  5.48E+03 5.19E+03 6.11E+04 5.46E+02 6.53E+02 5.98E+02 5.20E+02 4.67E+02 3.80E+02 3.72E+02 3.42E+02 3.06E+02 2.60E+02 2.26E+02 1.80E+02 1.27E+02 7.70E+01 5.28E+01 3.43E+01 2.10E+01 1.27E+01 7.63E+00 2.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.609  1.53E+04 1.45E+04 1.83E+05 1.31E+03 1.75E+03 1.61E+03 1.44E+03 1.26E+03 1.08E+03 1.04E+03 9.50E+02 8.44E+02 7.49E+02 6.38E+02 5.13E+02 3.95E+02 2.96E+02 2.11E+02 1.48E+02 1.09E+02 7.95E+01 4.52E+01 2.48E+01 1.46E+01 5.72E+00 3.18E+00 6.36E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.674  4.19E+04 3.86E+04 4.98E+05 3.26E+03 4.59E+03 4.27E+03 3.78E+03 3.33E+03 2.99E+03 2.67E+03 2.49E+03 2.18E+03 1.94E+03 1.66E+03 1.38E+03 1.14E+03 9.08E+02 6.90E+02 4.73E+02 3.46E+02 2.16E+02 1.37E+02 8.33E+01 5.15E+01 2.54E+01 1.14E+01 3.18E+00 6.36E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.738  1.12E+05 1.01E+05 1.35E+06 8.17E+03 1.19E+04 1.13E+04 9.59E+03 8.22E+03 7.50E+03 6.86E+03 6.33E+03 5.72E+03 5.14E+03 4.48E+03 3.80E+03 3.18E+03 2.51E+03 1.96E+03 1.47E+03 1.08E+03 7.62E+02 5.18E+02 3.31E+02 2.16E+02 1.41E+02 8.46E+01 5.31E+01 2.48E+01 1.27E+01 5.72E+00 3.18E+00 6.36E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.799  2.38E+05 1.50E+05 2.03E+06 1.24E+04 1.77E+04 1.64E+04 1.42E+04 1.21E+04 1.08E+04 9.85E+03 9.22E+03 8.40E+03 7.56E+03 6.60E+03 5.66E+03 4.65E+03 3.83E+03 2.99E+03 2.31E+03 1.73E+03 1.24E+03 9.00E+02 6.07E+02 3.98E+02 2.39E+02 1.55E+02 8.81E+01 5.94E+01 3.07E+01 1.58E+01 1.52E+01 4.95E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.858  4.23E+05 2.21E+05 2.99E+06 1.87E+04 2.63E+04 2.38E+04 2.10E+04 1.77E+04 1.57E+04 1.41E+04 1.34E+04 1.24E+04 1.11E+04 9.74E+03 8.43E+03 6.80E+03 5.84E+03 4.58E+03 3.64E+03 2.79E+03 1.71E+03 1.28E+03 8.84E+02 5.80E+02 3.38E+02 2.26E+02 1.23E+02 9.39E+01 4.86E+01 2.59E+01 2.73E+01 9.26E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.915  6.97E+05 3.26E+05 4.40E+06 2.83E+04 3.92E+04 3.45E+04 3.10E+04 2.59E+04 2.27E+04 2.03E+04 1.95E+04 1.82E+04 1.63E+04 1.44E+04 1.26E+04 9.95E+03 8.91E+03 7.00E+03 5.72E+03 4.48E+03 2.37E+03 1.67E+03 1.16E+03 7.62E+02 4.37E+02 2.97E+02 1.58E+02 1.28E+02 6.66E+01 3.60E+01 3.94E+01 1.36E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.970  1.10E+06 4.80E+05 6.48E+06 4.28E+04 5.83E+04 5.00E+04 4.58E+04 3.81E+04 3.29E+04 2.92E+04 2.85E+04 2.67E+04 2.40E+04 2.12E+04 1.87E+04 1.46E+04 1.36E+04 1.07E+04 9.00E+03 7.20E+03 3.29E+03 2.16E+03 1.44E+03 9.44E+02 5.36E+02 3.68E+02 1.93E+02 1.63E+02 8.45E+01 4.61E+01 5.14E+01 1.79E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.024  1.69E+06 7.08E+05 9.54E+06 6.47E+04 8.68E+04 7.25E+04 6.76E+04 5.58E+04 4.76E+04 4.19E+04 4.14E+04 3.93E+04 3.53E+04 3.12E+04 2.79E+04 2.13E+04 2.07E+04 1.64E+04 1.42E+04 1.16E+04 4.55E+03 2.81E+03 1.78E+03 1.13E+03 6.35E+02 4.38E+02 2.28E+02 1.98E+02 1.02E+02 5.63E+01 6.35E+01 2.22E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.077  2.57E+06 1.04E+06 1.41E+07 9.79E+04 1.29E+05 1.05E+05 9.99E+04 8.19E+04 6.88E+04 6.02E+04 6.03E+04 5.77E+04 5.18E+04 4.60E+04 4.15E+04 3.12E+04 3.16E+04 2.50E+04 2.23E+04 1.86E+04 6.31E+03 3.64E+03 2.20E+03 1.31E+03 7.34E+02 5.09E+02 2.63E+02 2.32E+02 1.20E+02 6.64E+01 7.56E+01 2.65E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.203  7.34E+06 2.77E+06 3.75E+07 2.76E+05 3.49E+05 2.66E+05 2.65E+05 2.13E+05 1.73E+05 1.49E+05 1.54E+05 1.51E+05 1.36E+05 1.21E+05 1.13E+05 8.07E+04 9.07E+04 7.24E+04 6.90E+04 6.09E+04 1.42E+04 7.00E+03 3.76E+03 1.90E+03 9.81E+02 6.86E+02 3.50E+02 3.19E+02 1.65E+02 9.16E+01 1.06E+02 3.73E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.322  2.00E+07 7.38E+06 1.01E+08 7.76E+05 9.44E+05 6.73E+05 7.04E+05 5.56E+05 4.36E+05 3.68E+05 3.94E+05 3.96E+05 3.56E+05 3.21E+05 3.05E+05 2.09E+05 2.60E+05 2.09E+05 2.14E+05 1.99E+05 3.21E+04 1.34E+04 6.42E+03 2.77E+03 1.23E+03 8.63E+02 4.38E+02 4.05E+02 2.10E+02 1.17E+02 1.36E+02 4.81E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.544  1.71E+08 5.31E+07 7.46E+08 6.14E+06 6.90E+06 4.32E+06 4.96E+06 3.78E+06 2.77E+06 2.25E+06 2.58E+06 2.72E+06 2.44E+06 2.23E+06 2.24E+06 1.40E+06 2.15E+06 1.75E+06 2.06E+06 2.14E+06 1.64E+05 4.96E+04 1.87E+04 5.86E+03 1.72E+03 1.22E+03 6.13E+02 5.78E+02 3.00E+02 1.67E+02 1.96E+02 6.96E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.937  1.49E+10 2.90E+09 4.52E+10 3.85E+08 3.68E+08 1.77E+08 2.47E+08 1.74E+08 1.11E+08 8.39E+07 1.10E+08 1.28E+08 1.15E+08 1.08E+08 1.20E+08 6.30E+07 1.46E+08 1.22E+08 1.90E+08 2.46E+08 4.25E+06 6.74E+05 1.59E+05 2.62E+04 3.39E+03 1.92E+03 9.62E+02 9.23E+02 4.79E+02 2.68E+02 3.17E+02 1.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.284  7.62E+11 1.46E+11 2.20E+12 2.42E+10 1.97E+10 7.29E+09 1.23E+10 8.05E+09 4.48E+09 3.13E+09 4.72E+09 6.06E+09 5.40E+09 5.26E+09 6.48E+09 2.83E+09 9.92E+09 8.54E+09 1.76E+10 4.89E+08 1.10E+08 9.17E+06 1.35E+06 1.17E+05 6.66E+03 3.04E+03 1.31E+03 1.27E+03 6.59E+02 3.70E+02 4.38E+02 1.56E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.597  4.41E+13 8.52E+12 1.41E+14 1.52E+12 1.05E+12 3.00E+11 6.09E+11 3.72E+11 1.80E+11 1.17E+11 2.02E+11 2.86E+11 2.54E+11 2.55E+11 3.49E+11 1.27E+11 6.75E+11 5.97E+11 1.63E+12 9.74E+08 2.86E+09 1.25E+08 1.14E+07 5.26E+05 1.31E+04 4.81E+03 1.66E+03 1.61E+03 8.38E+02 4.71E+02 5.58E+02 1.99E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.886  2.74E+15 5.31E+14 9.89E+15 9.52E+13 5.60E+13 1.23E+13 3.02E+13 1.72E+13 7.25E+12 4.37E+12 8.62E+12 1.35E+13 1.20E+13 1.24E+13 1.88E+13 5.72E+12 4.59E+13 4.17E+13 1.50E+14 1.94E+09 7.42E+10 1.69E+09 9.68E+07 2.35E+06 2.58E+04 7.61E+03 2.10E+03 2.05E+03 1.02E+03 5.72E+02 6.79E+02 2.42E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  4.154  1.83E+17 3.56E+16 7.45E+17 5.97E+15 2.99E+15 5.06E+14 1.50E+15 7.92E+14 2.92E+14 1.63E+14 3.69E+14 6.36E+14 5.63E+14 6.01E+14 1.01E+15 2.57E+14 3.12E+15 2.91E+15 1.39E+16 3.86E+09 1.93E+12 2.30E+10 8.21E+08 1.05E+07 5.07E+04 1.20E+04 2.67E+03 2.61E+03 1.20E+03 6.73E+02 7.99E+02 2.85E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.406  1.31E+19 2.55E+18 5.94E+19 3.75E+17 1.60E+17 2.08E+16 7.46E+16 3.66E+16 1.17E+16 6.09E+15 1.58E+16 3.00E+16 2.65E+16 2.92E+16 5.44E+16 1.15E+16 2.12E+17 2.04E+17 1.28E+18 7.69E+09 5.00E+13 3.13E+11 6.97E+09 4.72E+07 9.98E+04 1.90E+04 3.38E+03 3.33E+03 1.41E+03 7.74E+02 9.20E+02 3.28E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.644  9.98E+20 1.94E+20 4.94E+21 2.35E+19 8.51E+18 8.54E+17 3.71E+18 1.69E+18 4.72E+17 2.28E+17 6.74E+17 1.41E+18 1.25E+18 1.42E+18 2.93E+18 5.19E+17 1.44E+19 1.42E+19 1.19E+20 1.53E+10 1.30E+15 4.26E+12 5.91E+10 2.11E+08 1.96E+05 3.01E+04 4.28E+03 4.23E+03 1.66E+03 8.75E+02 1.04E+03 3.71E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.871  8.00E+22 1.56E+22 4.25E+23 1.47E+21 4.54E+20 3.51E+19 1.84E+20 7.79E+19 1.90E+19 8.50E+18 2.88E+19 6.67E+19 5.86E+19 6.87E+19 1.58E+20 2.33E+19 9.80E+20 9.94E+20 1.10E+22 3.05E+10 3.37E+16 5.80E+13 5.01E+11 9.45E+08 3.86E+05 4.76E+04 5.41E+03 5.38E+03 1.95E+03 9.76E+02 1.16E+03 4.14E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  5.087  6.67E+24 1.30E+24 3.72E+25 9.25E+22 2.43E+22 1.44E+21 9.15E+21 3.59E+21 7.63E+20 3.17E+20 1.23E+21 3.15E+21 2.76E+21 3.34E+21 8.50E+21 1.05E+21 6.66E+22 6.94E+22 1.01E+24 6.07E+10 8.73E+17 7.88E+14 4.25E+12 4.23E+09 7.59E+05 7.53E+04 6.86E+03 6.85E+03 2.29E+03 1.08E+03 1.30E+03 4.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  5.295  5.73E+26 1.12E+26 3.32E+27 5.80E+24 1.29E+24 5.93E+22 4.55E+23 1.66E+23 3.07E+22 1.18E+22 5.27E+22 1.48E+23 1.30E+23 1.62E+23 4.57E+23 4.71E+22 4.53E+24 4.85E+24 9.37E+25 1.21E+11 2.27E+19 1.07E+16 3.61E+13 1.89E+10 1.49E+06 1.19E+05 8.69E+03 8.72E+03 2.70E+03 1.18E+03 1.45E+03 5.01E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.495  5.03E+28 9.83E+27 2.98E+29 3.64E+26 6.91E+25 2.43E+24 2.26E+25 7.66E+24 1.24E+24 4.42E+23 2.25E+24 7.00E+24 6.11E+24 7.86E+24 2.46E+25 2.12E+24 3.08E+26 3.39E+26 8.66E+27 2.41E+11 5.88E+20 1.46E+17 3.06E+14 8.48E+10 2.94E+06 1.88E+05 1.10E+04 1.11E+04 3.17E+03 1.29E+03 1.61E+03 5.44E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.688  4.48E+30 8.76E+29 2.71E+31 2.28E+28 3.69E+27 1.00E+26 1.12E+27 3.53E+26 4.97E+25 1.65E+25 9.64E+25 3.30E+26 2.87E+26 3.81E+26 1.33E+27 9.52E+25 2.09E+28 2.37E+28 8.01E+29 4.79E+11 1.53E+22 1.98E+18 2.59E+15 3.80E+11 5.78E+06 2.98E+05 1.39E+04 1.41E+04 3.73E+03 1.41E+03 1.80E+03 5.87E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.875  4.04E+32 7.89E+31 2.47E+33 1.43E+30 1.97E+29 4.11E+27 5.57E+28 1.63E+28 2.00E+27 6.17E+26 4.12E+27 1.56E+28 1.35E+28 1.85E+28 7.14E+28 4.28E+27 1.42E+30 1.65E+30 7.40E+31 9.55E+11 3.96E+23 2.69E+19 2.20E+16 1.70E+12 1.14E+07 4.71E+05 1.76E+04 1.80E+04 4.39E+03 1.54E+03 2.01E+03 6.30E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  6.055  3.66E+34 7.17E+33 2.26E+35 8.98E+31 1.05E+31 1.69E+29 2.77E+30 7.53E+29 8.04E+28 2.30E+28 1.76E+29 7.35E+29 6.36E+29 8.98E+29 3.84E+30 1.92E+29 9.67E+31 1.16E+32 6.84E+33 1.90E+12 1.03E+25 3.66E+20 1.87E+17 7.61E+12 2.24E+07 7.45E+05 2.23E+04 2.28E+04 5.16E+03 1.69E+03 2.24E+03 6.73E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  6.231  3.34E+36 6.54E+35 2.07E+37 5.64E+33 5.61E+32 6.94E+30 1.38E+32 3.48E+31 3.23E+30 8.60E+29 7.54E+30 3.47E+31 2.99E+31 4.36E+31 2.07E+32 8.64E+30 6.58E+33 8.08E+33 6.33E+35 3.78E+12 2.67E+26 4.98E+21 1.58E+18 3.41E+13 4.40E+07 1.18E+06 2.83E+04 2.91E+04 6.08E+03 1.84E+03 2.50E+03 7.16E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  6.402  3.06E+38 5.99E+37 1.90E+39 3.54E+35 2.99E+34 2.85E+32 6.84E+33 1.60E+33 1.30E+32 3.21E+31 3.22E+32 1.63E+33 1.41E+33 2.12E+33 1.11E+34 3.88E+32 4.47E+35 5.64E+35 5.85E+37 7.54E+12 6.92E+27 6.78E+22 1.34E+19 1.53E+14 8.65E+07 1.86E+06 3.59E+04 3.70E+04 7.15E+03 2.02E+03 2.79E+03 7.59E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  6.568  2.81E+40 5.50E+39 1.75E+41 2.22E+37 1.60E+36 1.17E+34 3.40E+35 7.41E+34 5.23E+33 1.20E+33 1.38E+34 7.71E+34 6.63E+34 1.03E+35 5.99E+35 1.75E+34 3.04E+37 3.94E+37 5.41E+39 1.50E+13 1.80E+29 9.21E+23 1.14E+20 6.83E+14 1.70E+08 2.95E+06 4.54E+04 4.70E+04 8.41E+03 2.21E+03 3.12E+03 8.02E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 22 A= 51: Negative-parity Spin-dependent Level Density [MeV-1] for TI 51  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.232  1.00E+00 2.00E+00 6.00E+00 1.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.328  1.00E+00 1.76E+00 5.37E+00 8.33E-01 9.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.402  2.00E+00 8.71E-01 3.33E+00 7.82E-02 7.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.464  2.00E+00 7.93E-01 3.17E+00 0.00E+00 7.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.519  2.00E+00 1.59E+00 5.07E+00 7.14E-01 7.93E-01 7.82E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
