                    *********************************************************************************
                    *  Z= 20 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for CA 41  *
  11.00  1.640  1.87E+04 1.68E+04 2.76E+05 5.02E+02 8.51E+02 1.12E+03 1.37E+03 1.52E+03 1.52E+03 1.43E+03 1.35E+03 1.26E+03 1.11E+03 9.94E+02 8.48E+02 6.90E+02 5.64E+02 4.45E+02 3.42E+02 2.53E+02 1.84E+02 1.41E+02 9.00E+01 7.25E+01 5.43E+01 2.96E+01 2.24E+01 1.00E+01 5.71E+00 4.29E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.713  4.75E+04 4.07E+04 7.33E+05 8.18E+02 1.46E+03 2.01E+03 2.74E+03 3.14E+03 3.34E+03 3.53E+03 3.53E+03 3.36E+03 3.05E+03 2.70E+03 2.32E+03 1.98E+03 1.61E+03 1.30E+03 9.96E+02 7.66E+02 5.61E+02 4.13E+02 3.09E+02 2.16E+02 1.58E+02 1.21E+02 8.21E+01 6.24E+01 5.07E+01 3.93E+01 2.56E+01 2.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.783  1.16E+05 9.69E+04 1.83E+06 1.68E+03 3.35E+03 4.98E+03 6.32E+03 7.24E+03 7.81E+03 8.01E+03 7.76E+03 7.39E+03 6.73E+03 6.06E+03 5.30E+03 4.60E+03 3.90E+03 3.36E+03 2.80E+03 2.23E+03 1.80E+03 1.45E+03 1.10E+03 8.39E+02 6.45E+02 4.63E+02 3.27E+02 2.40E+02 1.68E+02 1.52E+02 8.57E+01 7.64E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.850  2.78E+05 2.26E+05 4.50E+06 4.28E+03 7.86E+03 1.06E+04 1.27E+04 1.45E+04 1.56E+04 1.66E+04 1.69E+04 1.67E+04 1.60E+04 1.48E+04 1.35E+04 1.20E+04 1.04E+04 8.85E+03 7.39E+03 6.07E+03 4.90E+03 3.82E+03 3.00E+03 2.35E+03 1.76E+03 1.37E+03 1.03E+03 7.42E+02 5.89E+02 6.56E+02 3.88E+02 4.41E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.915  5.46E+05 3.11E+05 6.37E+06 4.83E+03 8.94E+03 1.31E+04 1.67E+04 1.95E+04 2.16E+04 2.34E+04 2.39E+04 2.35E+04 2.24E+04 2.07E+04 1.86E+04 1.63E+04 1.43E+04 1.22E+04 1.02E+04 8.40E+03 6.82E+03 5.55E+03 4.43E+03 3.56E+03 2.84E+03 2.28E+03 1.81E+03 1.39E+03 1.05E+03 1.14E+03 7.33E+02 8.62E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.978  9.16E+05 4.28E+05 8.96E+06 5.44E+03 1.02E+04 1.62E+04 2.21E+04 2.64E+04 2.99E+04 3.28E+04 3.38E+04 3.29E+04 3.14E+04 2.90E+04 2.56E+04 2.21E+04 1.97E+04 1.68E+04 1.41E+04 1.16E+04 9.49E+03 8.07E+03 6.53E+03 5.40E+03 4.58E+03 3.78E+03 3.19E+03 2.04E+03 1.51E+03 1.63E+03 1.08E+03 1.28E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  2.039  1.43E+06 5.92E+05 1.26E+07 6.13E+03 1.16E+04 2.01E+04 2.91E+04 3.56E+04 4.13E+04 4.61E+04 4.77E+04 4.63E+04 4.40E+04 4.05E+04 3.54E+04 2.99E+04 2.70E+04 2.31E+04 1.94E+04 1.61E+04 1.32E+04 1.17E+04 9.62E+03 8.18E+03 7.38E+03 6.28E+03 5.61E+03 2.99E+03 2.17E+03 2.32E+03 1.42E+03 1.70E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  2.098  2.13E+06 8.21E+05 1.78E+07 6.91E+03 1.32E+04 2.48E+04 3.84E+04 4.80E+04 5.72E+04 6.47E+04 6.73E+04 6.50E+04 6.16E+04 5.67E+04 4.89E+04 4.06E+04 3.72E+04 3.18E+04 2.68E+04 2.22E+04 1.84E+04 1.70E+04 1.42E+04 1.24E+04 1.19E+04 1.04E+04 9.87E+03 4.39E+03 3.12E+03 3.30E+03 1.88E+03 2.26E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.155  3.11E+06 1.14E+06 2.53E+07 7.79E+03 1.50E+04 3.07E+04 5.07E+04 6.48E+04 7.92E+04 9.09E+04 9.50E+04 9.13E+04 8.62E+04 7.94E+04 6.75E+04 5.50E+04 5.12E+04 4.38E+04 3.69E+04 3.08E+04 2.56E+04 2.48E+04 2.09E+04 1.88E+04 1.92E+04 1.73E+04 1.74E+04 6.43E+03 4.48E+03 4.71E+03 2.48E+03 3.00E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.211  4.48E+06 1.59E+06 3.60E+07 8.77E+03 1.71E+04 3.80E+04 6.70E+04 8.75E+04 1.10E+05 1.28E+05 1.34E+05 1.28E+05 1.21E+05 1.11E+05 9.32E+04 7.46E+04 7.04E+04 6.03E+04 5.10E+04 4.26E+04 3.55E+04 3.60E+04 3.08E+04 2.85E+04 3.10E+04 2.87E+04 3.06E+04 9.44E+03 6.45E+03 6.71E+03 3.28E+03 3.99E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.345  1.11E+07 3.73E+06 8.88E+07 1.18E+04 2.36E+04 6.46E+04 1.34E+05 1.85E+05 2.47E+05 2.99E+05 3.18E+05 3.00E+05 2.80E+05 2.58E+05 2.09E+05 1.60E+05 1.56E+05 1.34E+05 1.14E+05 9.59E+04 8.11E+04 9.17E+04 8.12E+04 8.05E+04 1.02E+05 1.02E+05 1.25E+05 2.46E+04 1.60E+04 1.63E+04 6.56E+03 8.11E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.472  2.70E+07 8.95E+06 2.27E+08 1.60E+04 3.27E+04 1.10E+05 2.68E+05 3.92E+05 5.57E+05 6.99E+05 7.52E+05 7.01E+05 6.49E+05 5.97E+05 4.68E+05 3.42E+05 3.47E+05 2.99E+05 2.55E+05 2.16E+05 1.85E+05 2.33E+05 2.14E+05 2.28E+05 3.38E+05 3.62E+05 5.15E+05 6.40E+04 3.97E+04 3.95E+04 1.31E+04 1.65E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.708  1.94E+08 5.79E+07 1.73E+09 2.90E+04 6.24E+04 3.18E+05 1.07E+06 1.76E+06 2.83E+06 3.82E+06 4.22E+06 3.83E+06 3.49E+06 3.21E+06 2.35E+06 1.56E+06 1.71E+06 1.48E+06 1.27E+06 1.09E+06 9.65E+05 1.51E+06 1.49E+06 1.82E+06 3.69E+06 4.56E+06 8.68E+06 4.34E+05 2.44E+05 2.32E+05 5.27E+04 6.81E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  3.127  2.48E+10 4.86E+09 2.02E+11 9.58E+04 2.28E+05 2.66E+06 1.72E+07 3.53E+07 7.32E+07 1.14E+08 1.33E+08 1.15E+08 1.01E+08 9.26E+07 5.91E+07 3.28E+07 4.15E+07 3.63E+07 3.18E+07 2.81E+07 2.62E+07 6.37E+07 7.20E+07 1.16E+08 4.41E+08 7.24E+08 2.47E+09 2.00E+07 9.25E+06 8.05E+06 8.48E+05 1.16E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.496  2.90E+11 4.82E+10 1.49E+12 3.17E+05 8.32E+05 2.22E+07 2.76E+08 7.10E+08 1.89E+09 3.43E+09 4.18E+09 3.42E+09 2.93E+09 2.67E+09 1.49E+09 6.87E+08 1.01E+09 8.89E+08 7.96E+08 7.21E+08 7.10E+08 2.68E+09 3.48E+09 7.42E+09 8.77E+08 1.44E+09 4.92E+09 9.19E+08 3.50E+08 2.78E+08 1.36E+07 1.98E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.830  8.32E+12 1.56E+12 4.91E+13 1.05E+06 3.04E+06 1.86E+08 4.42E+09 1.43E+10 4.88E+10 1.03E+11 1.31E+11 1.02E+11 8.47E+10 7.71E+10 3.75E+10 1.44E+10 2.45E+10 2.18E+10 1.99E+10 1.85E+10 1.93E+10 1.13E+11 1.68E+11 4.74E+11 1.75E+09 2.88E+09 9.83E+09 4.23E+10 1.33E+10 9.64E+09 2.20E+08 3.38E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  4.137  3.48E+14 6.64E+13 2.31E+15 3.46E+06 1.11E+07 1.56E+09 7.08E+10 2.87E+11 1.26E+12 3.07E+12 4.13E+12 3.06E+12 2.45E+12 2.23E+12 9.45E+11 3.02E+11 5.95E+11 5.35E+11 4.97E+11 4.75E+11 5.23E+11 4.74E+12 8.14E+12 3.02E+13 3.48E+09 5.74E+09 1.96E+10 1.95E+12 5.03E+11 3.34E+11 3.53E+09 5.76E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  4.422  1.68E+16 3.23E+15 1.22E+17 1.14E+07 4.05E+07 1.30E+10 1.13E+12 5.76E+12 3.26E+13 9.19E+13 1.30E+14 9.14E+13 7.10E+13 6.43E+13 2.38E+13 6.33E+12 1.45E+13 1.31E+13 1.24E+13 1.22E+13 1.42E+13 1.99E+14 3.94E+14 1.93E+15 6.93E+09 1.14E+10 3.92E+10 8.95E+13 1.90E+13 1.16E+13 5.68E+10 9.82E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.690  8.98E+17 1.73E+17 6.85E+18 3.78E+07 1.48E+08 1.09E+11 1.82E+13 1.16E+14 8.42E+14 2.75E+15 4.09E+15 2.73E+15 2.05E+15 1.85E+15 6.00E+14 1.33E+14 3.51E+14 3.22E+14 3.11E+14 3.13E+14 3.85E+14 8.39E+15 1.90E+16 1.23E+17 1.38E+10 2.28E+10 7.82E+10 4.12E+15 7.21E+14 4.00E+14 9.15E+11 1.68E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.944  5.11E+19 9.87E+18 4.02E+20 1.25E+08 5.40E+08 9.14E+11 2.92E+14 2.32E+15 2.18E+16 8.24E+16 1.29E+17 8.17E+16 5.95E+16 5.35E+16 1.51E+16 2.78E+15 8.53E+15 7.88E+15 7.76E+15 8.05E+15 1.05E+16 3.53E+17 9.20E+17 7.88E+18 2.75E+10 4.55E+10 1.56E+11 1.89E+17 2.73E+16 1.38E+16 1.47E+13 2.86E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  5.185  3.04E+21 5.87E+20 2.43E+22 4.13E+08 1.97E+09 7.65E+12 4.67E+15 4.67E+16 5.62E+17 2.47E+18 4.05E+18 2.44E+18 1.72E+18 1.55E+18 3.81E+17 5.84E+16 2.07E+17 1.93E+17 1.94E+17 2.07E+17 2.84E+17 1.48E+19 4.45E+19 5.03E+20 5.48E+10 9.07E+10 3.12E+11 8.72E+18 1.04E+18 4.79E+17 2.37E+14 4.88E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  5.416  1.85E+23 3.58E+22 1.49E+24 1.36E+09 7.21E+09 6.40E+13 7.49E+16 9.38E+17 1.45E+19 7.38E+19 1.27E+20 7.29E+19 4.98E+19 4.46E+19 9.59E+18 1.22E+18 5.03E+18 4.74E+18 4.85E+18 5.31E+18 7.70E+18 6.24E+20 2.15E+21 3.21E+22 1.09E+11 1.81E+11 6.22E+11 4.01E+20 3.92E+19 1.66E+19 3.81E+15 8.32E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  5.637  1.14E+25 2.22E+24 9.26E+25 4.51E+09 2.63E+10 5.36E+14 1.20E+18 1.89E+19 3.75E+20 2.21E+21 4.01E+21 2.18E+21 1.44E+21 1.29E+21 2.41E+20 2.57E+19 1.22E+20 1.16E+20 1.21E+20 1.36E+20 2.09E+20 2.63E+22 1.04E+23 2.05E+24 2.17E+11 3.61E+11 1.24E+12 1.85E+22 1.49E+21 5.74E+20 6.13E+16 1.42E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.850  7.15E+26 1.38E+26 5.80E+27 1.49E+10 9.61E+10 4.48E+15 1.92E+19 3.79E+20 9.69E+21 6.62E+22 1.26E+23 6.52E+22 4.17E+22 3.71E+22 6.08E+21 5.38E+20 2.97E+21 2.85E+21 3.03E+21 3.50E+21 5.67E+21 1.10E+24 5.03E+24 1.31E+26 4.33E+11 7.19E+11 2.48E+12 8.49E+23 5.63E+22 1.99E+22 9.86E+17 2.42E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  6.055  4.50E+28 8.71E+27 3.65E+29 4.92E+10 3.51E+11 3.75E+16 3.08E+20 7.61E+21 2.50E+23 1.98E+24 3.97E+24 1.95E+24 1.21E+24 1.07E+24 1.53E+23 1.13E+22 7.21E+22 6.99E+22 7.58E+22 8.99E+22 1.54E+23 4.65E+25 2.43E+26 8.37E+27 8.62E+11 1.43E+12 4.95E+12 3.91E+25 2.13E+24 6.88E+23 1.59E+19 4.13E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  6.254  2.84E+30 5.50E+29 2.31E+31 1.63E+11 1.28E+12 3.14E+17 4.94E+21 1.53E+23 6.47E+24 5.93E+25 1.25E+26 5.82E+25 3.50E+25 3.09E+25 3.86E+24 2.36E+23 1.75E+24 1.71E+24 1.89E+24 2.31E+24 4.18E+24 1.95E+27 1.18E+28 5.34E+29 1.72E+12 2.86E+12 9.89E+12 1.80E+27 8.07E+25 2.38E+25 2.55E+20 7.04E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  6.446  1.80E+32 3.49E+31 1.46E+33 5.37E+11 4.68E+12 2.63E+18 7.92E+22 3.07E+24 1.67E+26 1.77E+27 3.93E+27 1.74E+27 1.01E+27 8.93E+26 9.72E+25 4.96E+24 4.26E+25 4.20E+25 4.73E+25 5.93E+25 1.13E+26 8.22E+28 5.69E+29 3.41E+31 3.42E+12 5.70E+12 1.97E+13 8.27E+28 3.06E+27 8.25E+26 4.11E+21 1.20E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  6.633  1.14E+34 2.22E+33 9.30E+34 1.78E+12 1.71E+13 2.20E+19 1.27E+24 6.17E+25 4.31E+27 5.31E+28 1.24E+29 5.20E+28 2.93E+28 2.58E+28 2.45E+27 1.04E+26 1.03E+27 1.03E+27 1.18E+27 1.52E+27 3.08E+27 3.46E+30 2.75E+31 2.18E+33 6.81E+12 1.14E+13 3.94E+13 3.81E+30 1.16E+29 2.85E+28 6.61E+22 2.05E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  6.815  7.27E+35 1.41E+35 5.91E+36 5.87E+12 6.24E+13 1.84E+20 2.03E+25 1.24E+27 1.11E+29 1.59E+30 3.89E+30 1.55E+30 8.48E+29 7.44E+29 6.17E+28 2.18E+27 2.51E+28 2.53E+28 2.96E+28 3.91E+28 8.35E+28 1.46E+32 1.33E+33 1.39E+35 1.36E+13 2.26E+13 7.87E+13 1.75E+32 4.39E+30 9.88E+29 1.06E+24 3.49E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  6.992  4.63E+37 8.97E+36 3.77E+38 1.94E+13 2.28E+14 1.54E+21 3.26E+26 2.49E+28 2.88E+30 4.76E+31 1.22E+32 4.64E+31 2.45E+31 2.15E+31 1.55E+30 4.57E+28 6.10E+29 6.20E+29 7.39E+29 1.00E+30 2.27E+30 6.12E+33 6.43E+34 8.89E+36 2.70E+13 4.51E+13 1.57E+14 8.06E+33 1.66E+32 3.42E+31 1.71E+25 5.96E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 20 A= 45: Negative-parity Spin-dependent Level Density [MeV-1] for CA 45  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.247  1.00E+00 4.00E+00 2.00E+01 1.00E+00 1.00E+00 1.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.350  2.00E+00 3.33E+00 1.67E+01 8.33E-01 8.33E-01 8.33E-01 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.428  3.00E+00 2.14E+00 8.57E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.494  3.00E+00 3.98E+00 1.31E+01 2.14E+00 1.12E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.553  5.00E+00 8.53E+00 5.68E+01 2.86E+00 1.12E+00 1.58E+00 7.14E-01 0.00E+00 8.06E-01 7.37E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
