                    *********************************************************************************
                    *  Z= 71 A=177: Positive-Parity Spin-dependent Level Density [MeV-1] for LU177  *
   2.75  0.413  2.22E+02 3.93E+02 5.01E+03 1.32E+01 2.09E+01 3.34E+01 4.46E+01 5.48E+01 5.12E+01 4.46E+01 3.82E+01 2.86E+01 2.45E+01 1.66E+01 9.58E+00 7.79E+00 2.65E+00 1.06E+00 1.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.432  3.39E+02 5.46E+02 6.92E+03 1.85E+01 3.38E+01 5.14E+01 6.82E+01 6.50E+01 6.66E+01 5.80E+01 5.11E+01 4.17E+01 3.32E+01 2.52E+01 1.51E+01 1.05E+01 5.49E+00 1.06E+00 1.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.449  5.18E+02 8.80E+02 1.12E+04 2.78E+01 5.52E+01 8.37E+01 1.03E+02 1.17E+02 1.09E+02 8.72E+01 8.08E+01 7.05E+01 5.00E+01 3.55E+01 2.84E+01 1.63E+01 8.67E+00 4.77E+00 1.06E+00 1.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.466  7.85E+02 1.26E+03 1.60E+04 3.84E+01 8.04E+01 1.22E+02 1.59E+02 1.68E+02 1.55E+02 1.26E+02 1.05E+02 9.53E+01 7.26E+01 5.07E+01 3.96E+01 2.52E+01 1.34E+01 7.99E+00 2.84E+00 1.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.483  1.22E+03 2.19E+03 2.75E+04 7.29E+01 1.52E+02 2.16E+02 2.65E+02 2.85E+02 2.68E+02 2.29E+02 1.84E+02 1.52E+02 1.13E+02 9.18E+01 5.97E+01 4.71E+01 2.68E+01 1.15E+01 8.14E+00 1.08E+00 1.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.499  1.89E+03 3.22E+03 4.05E+04 1.13E+02 2.27E+02 3.25E+02 4.01E+02 4.11E+02 3.82E+02 3.37E+02 2.86E+02 2.17E+02 1.65E+02 1.32E+02 8.91E+01 6.13E+01 4.06E+01 1.93E+01 1.12E+01 4.64E+00 1.78E+00 5.61E-01 3.78E-01 1.84E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.514  2.99E+03 5.52E+03 7.06E+04 1.88E+02 3.68E+02 5.24E+02 6.52E+02 6.93E+02 6.69E+02 5.93E+02 4.98E+02 3.94E+02 2.95E+02 2.30E+02 1.59E+02 1.08E+02 6.50E+01 4.25E+01 2.08E+01 1.22E+01 3.79E+00 2.17E+00 1.44E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.529  4.65E+03 7.82E+03 1.01E+05 2.64E+02 5.16E+02 7.28E+02 8.91E+02 9.44E+02 9.37E+02 8.47E+02 7.33E+02 5.67E+02 4.44E+02 3.25E+02 2.30E+02 1.62E+02 9.72E+01 6.30E+01 3.31E+01 1.84E+01 8.65E+00 3.95E+00 2.87E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.543  7.22E+03 1.27E+04 1.68E+05 4.05E+02 7.94E+02 1.12E+03 1.39E+03 1.52E+03 1.51E+03 1.37E+03 1.21E+03 9.81E+02 7.49E+02 5.72E+02 3.95E+02 2.70E+02 1.83E+02 1.01E+02 6.75E+01 3.33E+01 1.68E+01 1.05E+01 4.99E+00 1.78E+00 5.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.557  1.10E+04 1.76E+04 2.34E+05 5.58E+02 1.10E+03 1.54E+03 1.91E+03 2.06E+03 2.06E+03 1.90E+03 1.65E+03 1.35E+03 1.09E+03 8.15E+02 5.70E+02 3.77E+02 2.54E+02 1.49E+02 9.25E+01 5.32E+01 2.47E+01 1.73E+01 7.36E+00 3.20E+00 5.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.585  2.52E+04 3.91E+04 5.29E+05 1.24E+03 2.45E+03 3.39E+03 4.12E+03 4.46E+03 4.42E+03 4.09E+03 3.63E+03 3.02E+03 2.42E+03 1.91E+03 1.38E+03 9.67E+02 6.25E+02 3.83E+02 2.36E+02 1.36E+02 8.27E+01 4.23E+01 2.30E+01 1.11E+01 3.39E+00 5.57E-01 7.46E-01 0.00E+00 1.84E-01 2.14E-03 1.84E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.611  5.70E+04 8.84E+04 1.20E+06 2.80E+03 5.52E+03 7.72E+03 9.32E+03 1.01E+04 9.96E+03 9.17E+03 8.08E+03 6.64E+03 5.44E+03 4.31E+03 3.16E+03 2.28E+03 1.55E+03 9.53E+02 5.78E+02 3.87E+02 1.94E+02 1.19E+02 6.04E+01 3.36E+01 1.36E+01 5.88E+00 2.47E+00 1.14E+00 9.21E-01 3.70E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.636  1.29E+05 2.00E+05 2.77E+06 6.17E+03 1.21E+04 1.71E+04 2.07E+04 2.25E+04 2.23E+04 2.09E+04 1.85E+04 1.52E+04 1.24E+04 9.82E+03 7.31E+03 5.30E+03 3.71E+03 2.39E+03 1.54E+03 9.50E+02 5.32E+02 3.16E+02 1.81E+02 1.01E+02 4.86E+01 2.37E+01 1.16E+01 6.75E+00 4.73E+00 2.99E+00 1.12E+00 8.98E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.660  2.89E+05 4.40E+05 6.19E+06 1.31E+04 2.58E+04 3.62E+04 4.42E+04 4.81E+04 4.84E+04 4.57E+04 4.10E+04 3.42E+04 2.82E+04 2.25E+04 1.66E+04 1.21E+04 8.65E+03 5.70E+03 3.84E+03 2.45E+03 1.36E+03 8.59E+02 4.95E+02 2.84E+02 1.49E+02 8.01E+01 4.41E+01 2.58E+01 1.60E+01 6.20E+00 4.51E+00 1.96E+00 5.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.683  6.36E+05 9.46E+05 1.35E+07 2.75E+04 5.43E+04 7.59E+04 9.22E+04 1.01E+05 1.02E+05 9.71E+04 8.79E+04 7.41E+04 6.20E+04 5.00E+04 3.75E+04 2.75E+04 1.97E+04 1.32E+04 8.95E+03 5.86E+03 3.45E+03 2.15E+03 1.30E+03 7.32E+02 4.24E+02 2.29E+02 1.33E+02 7.85E+01 3.66E+01 2.20E+01 1.18E+01 6.08E+00 2.12E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.705  1.38E+06 2.04E+06 2.94E+07 5.84E+04 1.16E+05 1.62E+05 1.96E+05 2.15E+05 2.18E+05 2.07E+05 1.87E+05 1.59E+05 1.34E+05 1.09E+05 8.28E+04 6.18E+04 4.48E+04 3.01E+04 2.06E+04 1.38E+04 8.23E+03 5.30E+03 3.20E+03 1.91E+03 1.09E+03 6.24E+02 3.61E+02 1.99E+02 1.11E+02 6.45E+01 3.13E+01 2.09E+01 3.71E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.727  2.98E+06 4.37E+06 6.39E+07 1.23E+05 2.44E+05 3.41E+05 4.15E+05 4.57E+05 4.64E+05 4.43E+05 4.01E+05 3.41E+05 2.88E+05 2.36E+05 1.81E+05 1.36E+05 1.01E+05 6.89E+04 4.78E+04 3.21E+04 1.96E+04 1.28E+04 7.98E+03 4.79E+03 2.91E+03 1.67E+03 9.98E+02 5.93E+02 3.15E+02 1.75E+02 9.86E+01 5.92E+01 2.02E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.748  6.40E+06 9.29E+06 1.37E+08 2.55E+05 5.07E+05 7.11E+05 8.65E+05 9.58E+05 9.76E+05 9.35E+05 8.52E+05 7.30E+05 6.18E+05 5.11E+05 3.92E+05 2.98E+05 2.22E+05 1.55E+05 1.09E+05 7.44E+04 4.59E+04 3.06E+04 1.95E+04 1.21E+04 7.43E+03 4.46E+03 2.72E+03 1.68E+03 8.99E+02 5.25E+02 2.89E+02 2.05E+02 7.43E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.768  1.36E+07 1.95E+07 2.92E+08 5.26E+05 1.04E+06 1.46E+06 1.78E+06 1.98E+06 2.02E+06 1.95E+06 1.78E+06 1.54E+06 1.31E+06 1.09E+06 8.43E+05 6.44E+05 4.84E+05 3.41E+05 2.44E+05 1.69E+05 1.06E+05 7.16E+04 4.62E+04 2.92E+04 1.83E+04 1.12E+04 7.17E+03 4.37E+03 2.42E+03 1.46E+03 8.40E+02 5.91E+02 2.28E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.788  2.86E+07 4.07E+07 6.15E+08 1.08E+06 2.14E+06 3.00E+06 3.66E+06 4.07E+06 4.17E+06 4.02E+06 3.70E+06 3.20E+06 2.75E+06 2.30E+06 1.79E+06 1.38E+06 1.05E+06 7.42E+05 5.36E+05 3.75E+05 2.40E+05 1.64E+05 1.07E+05 6.88E+04 4.40E+04 2.76E+04 1.78E+04 1.11E+04 6.30E+03 3.83E+03 2.27E+03 1.55E+03 6.65E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.827  1.36E+08 1.74E+08 2.68E+09 4.47E+06 8.86E+06 1.25E+07 1.52E+07 1.70E+07 1.75E+07 1.70E+07 1.57E+07 1.37E+07 1.18E+07 1.00E+07 7.89E+06 6.16E+06 4.75E+06 3.44E+06 2.53E+06 1.80E+06 1.18E+06 8.29E+05 5.58E+05 3.68E+05 2.43E+05 1.58E+05 1.05E+05 6.75E+04 3.98E+04 2.52E+04 1.50E+04 1.07E+04 4.88E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.864  5.84E+08 7.23E+08 1.14E+10 1.80E+07 3.57E+07 5.03E+07 6.16E+07 6.89E+07 7.12E+07 6.95E+07 6.48E+07 5.69E+07 4.96E+07 4.23E+07 3.37E+07 2.66E+07 2.08E+07 1.53E+07 1.14E+07 8.31E+06 5.55E+06 3.98E+06 2.74E+06 1.85E+06 1.26E+06 8.36E+05 5.71E+05 3.78E+05 2.31E+05 1.50E+05 9.23E+04 6.68E+04 3.21E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.899  2.41E+09 2.94E+09 4.71E+10 7.11E+07 1.41E+08 1.99E+08 2.44E+08 2.74E+08 2.84E+08 2.79E+08 2.61E+08 2.31E+08 2.02E+08 1.74E+08 1.40E+08 1.12E+08 8.84E+07 6.58E+07 4.99E+07 3.68E+07 2.51E+07 1.83E+07 1.28E+07 8.86E+06 6.14E+06 4.18E+06 2.92E+06 1.97E+06 1.24E+06 8.27E+05 5.16E+05 3.80E+05 1.88E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.933  9.72E+09 1.17E+10 1.90E+11 2.75E+08 5.46E+08 7.71E+08 9.49E+08 1.07E+09 1.11E+09 1.09E+09 1.03E+09 9.15E+08 8.08E+08 7.00E+08 5.68E+08 4.58E+08 3.65E+08 2.75E+08 2.11E+08 1.58E+08 1.09E+08 8.10E+07 5.78E+07 4.07E+07 2.87E+07 1.99E+07 1.42E+07 9.80E+06 6.31E+06 4.29E+06 2.72E+06 2.03E+06 1.03E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.966  2.62E+10 2.13E+10 3.51E+11 4.86E+08 9.65E+08 1.38E+09 1.74E+09 1.93E+09 2.01E+09 1.96E+09 1.87E+09 1.68E+09 1.49E+09 1.28E+09 1.05E+09 8.51E+08 6.82E+08 5.16E+08 3.96E+08 3.00E+08 2.07E+08 1.55E+08 1.12E+08 7.93E+07 5.62E+07 3.93E+07 2.81E+07 1.96E+07 1.27E+07 8.72E+06 5.59E+06 4.14E+06 2.14E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.997  5.64E+10 3.90E+10 6.47E+11 8.58E+08 1.70E+09 2.48E+09 3.17E+09 3.50E+09 3.65E+09 3.52E+09 3.40E+09 3.09E+09 2.73E+09 2.36E+09 1.95E+09 1.58E+09 1.27E+09 9.67E+08 7.42E+08 5.70E+08 3.94E+08 2.98E+08 2.17E+08 1.54E+08 1.10E+08 7.75E+07 5.58E+07 3.92E+07 2.55E+07 1.77E+07 1.15E+07 8.47E+06 4.41E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.028  1.11E+11 7.12E+10 1.19E+12 1.52E+09 3.01E+09 4.44E+09 5.81E+09 6.34E+09 6.63E+09 6.31E+09 6.19E+09 5.68E+09 5.03E+09 4.32E+09 3.61E+09 2.94E+09 2.37E+09 1.81E+09 1.39E+09 1.08E+09 7.47E+08 5.71E+08 4.21E+08 3.01E+08 2.15E+08 1.53E+08 1.11E+08 7.85E+07 5.14E+07 3.60E+07 2.36E+07 1.73E+07 9.11E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.058  2.12E+11 1.30E+11 2.20E+12 2.68E+09 5.32E+09 7.97E+09 1.06E+10 1.15E+10 1.20E+10 1.13E+10 1.12E+10 1.04E+10 9.25E+09 7.93E+09 6.68E+09 5.47E+09 4.43E+09 3.40E+09 2.61E+09 2.05E+09 1.42E+09 1.10E+09 8.16E+08 5.86E+08 4.20E+08 3.01E+08 2.20E+08 1.57E+08 1.03E+08 7.33E+07 4.83E+07 3.54E+07 1.88E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.087  3.96E+11 2.38E+11 4.07E+12 4.73E+09 9.40E+09 1.43E+10 1.94E+10 2.08E+10 2.18E+10 2.03E+10 2.04E+10 1.92E+10 1.70E+10 1.45E+10 1.24E+10 1.02E+10 8.26E+09 6.37E+09 4.89E+09 3.90E+09 2.69E+09 2.10E+09 1.58E+09 1.14E+09 8.22E+08 5.94E+08 4.36E+08 3.14E+08 2.08E+08 1.49E+08 9.92E+07 7.23E+07 3.88E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.115  7.33E+11 4.36E+11 7.51E+12 8.35E+09 1.66E+10 2.56E+10 3.55E+10 3.76E+10 3.96E+10 3.65E+10 3.72E+10 3.53E+10 3.13E+10 2.67E+10 2.29E+10 1.89E+10 1.54E+10 1.19E+10 9.16E+09 7.40E+09 5.10E+09 4.03E+09 3.06E+09 2.23E+09 1.61E+09 1.17E+09 8.64E+08 6.28E+08 4.18E+08 3.03E+08 2.04E+08 1.48E+08 8.02E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.182  3.75E+12 1.98E+12 3.49E+13 3.46E+10 6.89E+10 1.10E+11 1.61E+11 1.66E+11 1.75E+11 1.57E+11 1.66E+11 1.61E+11 1.44E+11 1.22E+11 1.07E+11 8.90E+10 7.32E+10 5.75E+10 4.40E+10 3.67E+10 2.53E+10 2.05E+10 1.60E+10 1.18E+10 8.60E+09 6.39E+09 4.79E+09 3.56E+09 2.40E+09 1.79E+09 1.23E+09 8.82E+08 4.91E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.246  1.75E+13 8.99E+12 1.63E+14 1.44E+11 2.86E+11 4.74E+11 7.28E+11 7.33E+11 7.77E+11 6.77E+11 7.39E+11 7.39E+11 6.58E+11 5.54E+11 4.98E+11 4.19E+11 3.48E+11 2.77E+11 2.12E+11 1.82E+11 1.25E+11 1.04E+11 8.37E+10 6.25E+10 4.60E+10 3.49E+10 2.65E+10 2.01E+10 1.38E+10 1.05E+10 7.42E+09 5.26E+09 3.01E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.365  5.09E+14 1.88E+14 3.60E+15 2.47E+12 4.92E+12 8.78E+12 1.49E+13 1.43E+13 1.53E+13 1.26E+13 1.47E+13 1.55E+13 1.39E+13 1.15E+13 1.08E+13 9.31E+12 7.86E+12 6.40E+12 4.90E+12 4.49E+12 3.08E+12 2.70E+12 2.29E+12 1.75E+12 1.32E+12 1.04E+12 8.14E+11 6.46E+11 4.54E+11 3.66E+11 2.70E+11 1.88E+11 1.13E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.577  4.28E+17 8.52E+16 1.86E+18 7.31E+14 1.46E+15 3.01E+15 6.24E+15 5.41E+15 5.90E+15 4.35E+15 5.79E+15 6.81E+15 6.14E+15 4.97E+15 5.14E+15 4.58E+15 4.01E+15 3.43E+15 2.62E+15 2.73E+15 1.86E+15 1.82E+15 1.71E+15 1.38E+15 1.08E+15 9.22E+14 7.68E+14 6.64E+14 4.93E+14 4.43E+14 3.59E+14 2.38E+14 1.59E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.763  1.70E+18 1.70E+17 3.71E+18 1.46E+15 2.91E+15 6.01E+15 1.25E+16 1.08E+16 1.18E+16 8.68E+15 1.16E+16 1.36E+16 1.23E+16 9.93E+15 1.03E+16 9.16E+15 8.02E+15 6.86E+15 5.23E+15 5.45E+15 3.72E+15 3.63E+15 3.42E+15 2.76E+15 2.16E+15 1.84E+15 1.53E+15 1.33E+15 9.85E+14 8.86E+14 7.18E+14 4.76E+14 3.18E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.931  4.26E+18 3.40E+17 7.42E+18 2.91E+15 5.81E+15 1.20E+16 2.49E+16 2.16E+16 2.35E+16 1.73E+16 2.31E+16 2.72E+16 2.45E+16 1.98E+16 2.05E+16 1.83E+16 1.60E+16 1.37E+16 1.04E+16 1.09E+16 7.44E+15 7.26E+15 6.83E+15 5.52E+15 4.31E+15 3.68E+15 3.07E+15 2.65E+15 1.97E+15 1.77E+15 1.44E+15 9.52E+14 6.35E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
