                    *********************************************************************************
                    *  Z= 55 A=135: Positive-Parity Spin-dependent Level Density [MeV-1] for CS135  *
   2.75  0.473  4.00E+00 1.83E+01 1.65E+02 2.10E+00 2.53E+00 2.87E+00 2.86E+00 2.92E+00 1.43E+00 7.14E-01 7.14E-01 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.494  1.20E+01 4.18E+01 4.09E+02 4.96E+00 6.10E+00 6.44E+00 3.57E+00 4.34E+00 3.57E+00 2.86E+00 3.57E+00 2.86E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.515  2.70E+01 7.90E+01 8.16E+02 7.81E+00 8.24E+00 7.87E+00 8.57E+00 1.01E+01 1.00E+01 9.29E+00 7.86E+00 5.71E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.534  4.70E+01 8.40E+01 8.67E+02 7.81E+00 7.81E+00 8.69E+00 1.07E+01 1.11E+01 1.07E+01 9.29E+00 8.57E+00 5.71E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.553  7.00E+01 9.89E+01 1.03E+03 8.96E+00 8.47E+00 1.11E+01 1.29E+01 1.32E+01 1.29E+01 1.00E+01 9.29E+00 7.14E+00 3.57E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.571  1.01E+02 1.43E+02 1.44E+03 1.40E+01 1.64E+01 1.89E+01 1.64E+01 1.68E+01 1.64E+01 1.36E+01 1.36E+01 8.57E+00 6.43E+00 1.43E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.588  1.46E+02 2.17E+02 2.29E+03 1.61E+01 2.11E+01 2.47E+01 3.14E+01 2.75E+01 2.64E+01 2.29E+01 2.00E+01 1.29E+01 7.14E+00 3.57E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.606  2.08E+02 2.84E+02 3.07E+03 1.99E+01 2.89E+01 2.61E+01 3.79E+01 3.97E+01 3.43E+01 3.00E+01 2.79E+01 1.71E+01 1.14E+01 7.14E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.622  3.05E+02 4.91E+02 5.41E+03 3.23E+01 4.76E+01 5.04E+01 6.50E+01 6.43E+01 6.07E+01 4.86E+01 4.36E+01 3.43E+01 2.14E+01 1.29E+01 6.43E+00 2.14E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.638  4.63E+02 7.72E+02 8.76E+03 4.16E+01 6.26E+01 9.21E+01 9.50E+01 9.71E+01 9.57E+01 8.29E+01 7.57E+01 5.07E+01 3.93E+01 2.07E+01 1.07E+01 4.29E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.669  1.46E+03 3.24E+03 4.15E+04 1.32E+02 2.25E+02 2.87E+02 3.44E+02 3.72E+02 3.98E+02 3.64E+02 3.23E+02 2.49E+02 1.94E+02 1.29E+02 8.57E+01 5.43E+01 3.50E+01 2.00E+01 1.29E+01 6.43E+00 3.57E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.699  4.38E+03 8.43E+03 1.14E+05 2.32E+02 4.90E+02 7.13E+02 8.79E+02 9.73E+02 1.00E+03 9.30E+02 8.12E+02 6.71E+02 5.38E+02 4.01E+02 2.89E+02 1.96E+02 1.29E+02 8.00E+01 4.79E+01 2.71E+01 1.29E+01 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.728  9.91E+03 1.37E+04 1.81E+05 4.89E+02 8.83E+02 1.22E+03 1.46E+03 1.56E+03 1.58E+03 1.48E+03 1.31E+03 1.08E+03 8.44E+02 6.34E+02 4.36E+02 2.86E+02 1.79E+02 1.09E+02 6.50E+01 3.79E+01 1.86E+01 8.57E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.755  2.05E+04 2.86E+04 3.84E+05 9.11E+02 1.79E+03 2.48E+03 3.00E+03 3.23E+03 3.28E+03 3.10E+03 2.75E+03 2.29E+03 1.80E+03 1.33E+03 9.55E+02 6.44E+02 4.14E+02 2.60E+02 1.57E+02 9.14E+01 4.57E+01 2.21E+01 1.07E+01 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.782  4.37E+04 6.42E+04 8.84E+05 2.05E+03 3.85E+03 5.31E+03 6.41E+03 7.06E+03 7.22E+03 6.88E+03 6.18E+03 5.23E+03 4.18E+03 3.16E+03 2.32E+03 1.60E+03 1.08E+03 6.91E+02 4.34E+02 2.61E+02 1.47E+02 7.71E+01 3.57E+01 1.21E+01 5.00E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.807  1.05E+05 1.80E+05 2.61E+06 5.00E+03 9.68E+03 1.38E+04 1.68E+04 1.86E+04 1.92E+04 1.86E+04 1.71E+04 1.48E+04 1.23E+04 9.81E+03 7.49E+03 5.48E+03 3.89E+03 2.64E+03 1.74E+03 1.11E+03 6.66E+02 3.87E+02 2.16E+02 1.19E+02 6.36E+01 3.64E+01 1.79E+01 1.21E+01 6.43E+00 4.29E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.832  2.65E+05 4.64E+05 7.13E+06 1.19E+04 2.31E+04 3.26E+04 3.98E+04 4.44E+04 4.63E+04 4.55E+04 4.27E+04 3.83E+04 3.31E+04 2.74E+04 2.19E+04 1.69E+04 1.26E+04 9.14E+03 6.42E+03 4.35E+03 2.88E+03 1.83E+03 1.14E+03 6.78E+02 3.96E+02 2.22E+02 1.21E+02 6.36E+01 3.21E+01 1.36E+01 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.856  5.91E+05 8.38E+05 1.29E+07 2.18E+04 4.20E+04 5.90E+04 7.18E+04 8.01E+04 8.37E+04 8.25E+04 7.73E+04 6.93E+04 5.97E+04 4.93E+04 3.93E+04 3.04E+04 2.28E+04 1.65E+04 1.16E+04 7.86E+03 5.13E+03 3.23E+03 1.97E+03 1.14E+03 6.39E+02 3.47E+02 1.85E+02 9.64E+01 4.50E+01 1.79E+01 5.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.880  1.21E+06 1.62E+06 2.52E+07 4.10E+04 7.92E+04 1.12E+05 1.37E+05 1.54E+05 1.61E+05 1.59E+05 1.49E+05 1.34E+05 1.16E+05 9.66E+04 7.77E+04 6.04E+04 4.56E+04 3.33E+04 2.37E+04 1.62E+04 1.08E+04 6.93E+03 4.32E+03 2.58E+03 1.50E+03 8.49E+02 4.69E+02 2.42E+02 1.22E+02 5.14E+01 2.07E+01 9.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.903  2.46E+06 3.37E+06 5.32E+07 8.27E+04 1.60E+05 2.26E+05 2.78E+05 3.12E+05 3.27E+05 3.26E+05 3.08E+05 2.80E+05 2.44E+05 2.05E+05 1.67E+05 1.31E+05 9.98E+04 7.36E+04 5.27E+04 3.64E+04 2.44E+04 1.58E+04 9.86E+03 5.96E+03 3.47E+03 1.96E+03 1.07E+03 5.58E+02 2.81E+02 1.31E+02 5.50E+01 2.57E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.947  1.33E+07 1.82E+07 3.11E+08 3.89E+05 7.54E+05 1.07E+06 1.33E+06 1.51E+06 1.61E+06 1.63E+06 1.59E+06 1.48E+06 1.34E+06 1.17E+06 9.96E+05 8.22E+05 6.61E+05 5.18E+05 3.95E+05 2.94E+05 2.14E+05 1.52E+05 1.05E+05 7.10E+04 4.70E+04 3.05E+04 1.94E+04 1.21E+04 7.35E+03 4.43E+03 2.59E+03 3.23E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.989  5.52E+07 6.58E+07 1.14E+09 1.35E+06 2.62E+06 3.73E+06 4.64E+06 5.28E+06 5.66E+06 5.78E+06 5.65E+06 5.33E+06 4.85E+06 4.29E+06 3.68E+06 3.07E+06 2.50E+06 1.98E+06 1.53E+06 1.15E+06 8.47E+05 6.07E+05 4.25E+05 2.91E+05 1.94E+05 1.27E+05 8.05E+04 5.00E+04 3.03E+04 1.81E+04 1.03E+04 1.21E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.029  2.26E+08 2.76E+08 5.00E+09 5.26E+06 1.02E+07 1.46E+07 1.82E+07 2.09E+07 2.26E+07 2.33E+07 2.31E+07 2.20E+07 2.04E+07 1.83E+07 1.60E+07 1.37E+07 1.13E+07 9.20E+06 7.28E+06 5.63E+06 4.25E+06 3.14E+06 2.26E+06 1.60E+06 1.10E+06 7.40E+05 4.87E+05 3.13E+05 1.96E+05 1.23E+05 7.27E+04 8.79E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.068  9.46E+08 1.16E+09 2.22E+10 2.02E+07 3.93E+07 5.64E+07 7.07E+07 8.17E+07 8.91E+07 9.27E+07 9.29E+07 9.01E+07 8.47E+07 7.76E+07 6.92E+07 6.03E+07 5.13E+07 4.27E+07 3.49E+07 2.78E+07 2.18E+07 1.67E+07 1.26E+07 9.31E+06 6.76E+06 4.81E+06 3.37E+06 2.32E+06 1.57E+06 1.07E+06 7.16E+05 1.06E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.106  2.50E+09 1.95E+09 3.73E+10 3.33E+07 6.48E+07 9.31E+07 1.17E+08 1.35E+08 1.48E+08 1.54E+08 1.55E+08 1.50E+08 1.42E+08 1.30E+08 1.16E+08 1.02E+08 8.68E+07 7.25E+07 5.93E+07 4.75E+07 3.73E+07 2.87E+07 2.17E+07 1.60E+07 1.17E+07 8.31E+06 5.82E+06 4.00E+06 2.70E+06 1.85E+06 1.23E+06 1.79E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.142  5.10E+09 3.26E+09 6.28E+10 5.49E+07 1.07E+08 1.54E+08 1.93E+08 2.24E+08 2.45E+08 2.56E+08 2.57E+08 2.51E+08 2.37E+08 2.18E+08 1.96E+08 1.72E+08 1.47E+08 1.23E+08 1.01E+08 8.11E+07 6.38E+07 4.92E+07 3.72E+07 2.76E+07 2.01E+07 1.43E+07 1.01E+07 6.91E+06 4.67E+06 3.19E+06 2.10E+06 3.04E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.177  9.46E+09 5.45E+09 1.06E+11 9.06E+07 1.77E+08 2.54E+08 3.20E+08 3.71E+08 4.06E+08 4.25E+08 4.29E+08 4.18E+08 3.97E+08 3.66E+08 3.29E+08 2.89E+08 2.49E+08 2.09E+08 1.72E+08 1.38E+08 1.09E+08 8.44E+07 6.40E+07 4.76E+07 3.47E+07 2.48E+07 1.74E+07 1.19E+07 8.05E+06 5.51E+06 3.59E+06 5.15E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.211  1.68E+10 9.13E+09 1.78E+11 1.49E+08 2.92E+08 4.20E+08 5.28E+08 6.14E+08 6.73E+08 7.06E+08 7.14E+08 6.98E+08 6.63E+08 6.14E+08 5.54E+08 4.88E+08 4.21E+08 3.54E+08 2.92E+08 2.36E+08 1.87E+08 1.45E+08 1.10E+08 8.19E+07 5.98E+07 4.28E+07 3.00E+07 2.06E+07 1.39E+07 9.50E+06 6.14E+06 8.73E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.244  2.90E+10 1.53E+10 3.00E+11 2.47E+08 4.82E+08 6.94E+08 8.74E+08 1.02E+09 1.12E+09 1.17E+09 1.19E+09 1.16E+09 1.11E+09 1.03E+09 9.31E+08 8.23E+08 7.11E+08 6.01E+08 4.97E+08 4.03E+08 3.20E+08 2.48E+08 1.89E+08 1.41E+08 1.03E+08 7.38E+07 5.18E+07 3.56E+07 2.40E+07 1.64E+07 1.05E+07 1.48E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.277  4.94E+10 2.56E+10 5.05E+11 4.07E+08 7.96E+08 1.15E+09 1.44E+09 1.68E+09 1.85E+09 1.95E+09 1.98E+09 1.94E+09 1.86E+09 1.73E+09 1.57E+09 1.39E+09 1.20E+09 1.02E+09 8.47E+08 6.87E+08 5.47E+08 4.26E+08 3.25E+08 2.43E+08 1.78E+08 1.27E+08 8.95E+07 6.16E+07 4.14E+07 2.83E+07 1.80E+07 2.51E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.354  1.98E+11 9.29E+10 1.86E+12 1.42E+09 2.79E+09 4.02E+09 5.08E+09 5.93E+09 6.55E+09 6.93E+09 7.07E+09 6.99E+09 6.72E+09 6.29E+09 5.75E+09 5.13E+09 4.48E+09 3.83E+09 3.20E+09 2.61E+09 2.09E+09 1.64E+09 1.26E+09 9.45E+08 6.94E+08 4.99E+08 3.51E+08 2.41E+08 1.62E+08 1.11E+08 6.88E+07 9.37E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.427  7.36E+11 3.38E+11 6.87E+12 4.98E+09 9.76E+09 1.41E+10 1.78E+10 2.09E+10 2.32E+10 2.46E+10 2.53E+10 2.51E+10 2.43E+10 2.29E+10 2.11E+10 1.90E+10 1.67E+10 1.44E+10 1.21E+10 9.95E+09 8.01E+09 6.32E+09 4.87E+09 3.68E+09 2.71E+09 1.95E+09 1.38E+09 9.47E+08 6.34E+08 4.32E+08 2.64E+08 3.50E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.563  1.28E+13 4.47E+12 9.38E+13 6.10E+10 1.20E+11 1.74E+11 2.20E+11 2.60E+11 2.90E+11 3.12E+11 3.23E+11 3.25E+11 3.18E+11 3.04E+11 2.84E+11 2.59E+11 2.31E+11 2.02E+11 1.72E+11 1.44E+11 1.17E+11 9.37E+10 7.31E+10 5.57E+10 4.13E+10 3.00E+10 2.12E+10 1.46E+10 9.71E+09 6.61E+09 3.86E+09 4.90E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.805  4.00E+15 7.93E+14 1.77E+16 9.14E+12 1.81E+13 2.63E+13 3.37E+13 4.02E+13 4.56E+13 4.99E+13 5.28E+13 5.44E+13 5.46E+13 5.36E+13 5.14E+13 4.84E+13 4.44E+13 4.00E+13 3.51E+13 3.01E+13 2.52E+13 2.06E+13 1.64E+13 1.28E+13 9.61E+12 7.04E+12 5.01E+12 3.45E+12 2.28E+12 1.54E+12 8.31E+11 9.56E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.018  1.59E+16 1.58E+15 3.53E+16 1.82E+13 3.60E+13 5.24E+13 6.71E+13 8.00E+13 9.09E+13 9.95E+13 1.05E+14 1.08E+14 1.09E+14 1.07E+14 1.03E+14 9.64E+13 8.87E+13 7.97E+13 7.01E+13 6.01E+13 5.04E+13 4.12E+13 3.28E+13 2.55E+13 1.92E+13 1.41E+13 9.99E+12 6.88E+12 4.55E+12 3.08E+12 1.66E+12 1.91E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.211  3.96E+16 3.16E+15 7.04E+16 3.63E+13 7.17E+13 1.04E+14 1.34E+14 1.60E+14 1.81E+14 1.98E+14 2.10E+14 2.16E+14 2.17E+14 2.13E+14 2.05E+14 1.92E+14 1.77E+14 1.59E+14 1.40E+14 1.20E+14 1.01E+14 8.21E+13 6.55E+13 5.08E+13 3.83E+13 2.81E+13 1.99E+13 1.37E+13 9.07E+12 6.15E+12 3.31E+12 3.80E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
