                    *********************************************************************************
                    *  Z= 82 A=208: Positive-Parity Spin-dependent Level Density [MeV-1] for PB208  *
 150.00  2.823  7.21E+17 4.80E+16 1.72E+18 3.38E+14 5.63E+14 6.71E+14 7.46E+14 8.25E+14 9.42E+14 1.09E+15 1.23E+15 1.38E+15 1.48E+15 1.55E+15 1.57E+15 1.54E+15 1.49E+15 1.44E+15 1.37E+15 1.39E+15 1.45E+15 1.65E+15 2.01E+15 2.65E+15 3.35E+15 4.24E+15 4.24E+15 3.70E+15 2.33E+15 1.33E+15 5.76E+14 8.15E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.916  1.44E+18 9.57E+16 3.43E+18 6.75E+14 1.12E+15 1.34E+15 1.49E+15 1.64E+15 1.88E+15 2.17E+15 2.46E+15 2.75E+15 2.95E+15 3.09E+15 3.13E+15 3.07E+15 2.96E+15 2.87E+15 2.73E+15 2.77E+15 2.90E+15 3.29E+15 4.01E+15 5.30E+15 6.69E+15 8.47E+15 8.48E+15 7.40E+15 4.65E+15 2.65E+15 1.15E+15 1.63E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.006  2.87E+18 1.91E+17 6.86E+18 1.35E+15 2.24E+15 2.66E+15 2.96E+15 3.27E+15 3.74E+15 4.33E+15 4.89E+15 5.49E+15 5.87E+15 6.17E+15 6.23E+15 6.12E+15 5.91E+15 5.72E+15 5.45E+15 5.53E+15 5.79E+15 6.57E+15 8.01E+15 1.06E+16 1.34E+16 1.69E+16 1.69E+16 1.48E+16 9.29E+15 5.31E+15 2.30E+15 3.26E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.093  5.74E+18 3.81E+17 1.37E+19 2.68E+15 4.46E+15 5.31E+15 5.89E+15 6.52E+15 7.44E+15 8.63E+15 9.75E+15 1.09E+16 1.17E+16 1.23E+16 1.24E+16 1.22E+16 1.18E+16 1.14E+16 1.09E+16 1.10E+16 1.15E+16 1.31E+16 1.60E+16 2.12E+16 2.67E+16 3.38E+16 3.39E+16 2.96E+16 1.86E+16 1.06E+16 4.60E+15 6.52E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.178  1.15E+19 7.61E+17 2.74E+19 5.35E+15 8.89E+15 1.06E+16 1.17E+16 1.30E+16 1.48E+16 1.72E+16 1.94E+16 2.18E+16 2.33E+16 2.45E+16 2.48E+16 2.43E+16 2.35E+16 2.28E+16 2.17E+16 2.20E+16 2.30E+16 2.62E+16 3.20E+16 4.23E+16 5.34E+16 6.76E+16 6.77E+16 5.91E+16 3.71E+16 2.12E+16 9.20E+15 1.30E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.260  2.29E+19 1.52E+18 5.46E+19 1.07E+16 1.77E+16 2.11E+16 2.34E+16 2.59E+16 2.95E+16 3.42E+16 3.87E+16 4.34E+16 4.65E+16 4.88E+16 4.94E+16 4.85E+16 4.68E+16 4.54E+16 4.33E+16 4.39E+16 4.60E+16 5.22E+16 6.38E+16 8.44E+16 1.07E+17 1.35E+17 1.35E+17 1.18E+17 7.42E+16 4.24E+16 1.84E+16 2.61E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 82 A=209: Positive-Parity Spin-dependent Level Density [MeV-1] for PB209  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.115  1.00E+00 2.00E+00 1.60E+01 0.00E+00 0.00E+00 1.00E+00 0.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.162  1.00E+00 1.67E+00 1.33E+01 0.00E+00 0.00E+00 8.33E-01 0.00E+00 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.199  2.00E+00 2.14E+00 2.00E+01 0.00E+00 0.00E+00 7.14E-01 0.00E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.229  2.00E+00 2.86E+00 2.29E+01 7.14E-01 0.00E+00 0.00E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.256  3.00E+00 2.86E+00 2.29E+01 7.14E-01 0.00E+00 0.00E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.281  4.00E+00 2.86E+00 2.29E+01 7.14E-01 0.00E+00 0.00E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.303  4.00E+00 2.86E+00 2.29E+01 7.14E-01 0.00E+00 0.00E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.324  5.00E+00 2.86E+00 2.29E+01 7.14E-01 0.00E+00 0.00E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.344  6.00E+00 2.14E+00 8.57E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.363  6.00E+00 1.43E+00 7.14E+00 0.00E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.380  7.00E+00 2.18E+00 1.31E+01 0.00E+00 7.14E-01 7.51E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.397  8.00E+00 9.03E+00 8.11E+01 1.43E+00 1.43E+00 2.18E+00 1.04E+00 0.00E+00 9.64E-02 7.14E-01 7.14E-01 7.14E-01 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.414  1.30E+01 2.99E+01 3.78E+02 3.09E+00 2.36E+00 3.45E+00 3.84E+00 2.14E+00 1.53E+00 1.83E+00 2.14E+00 2.86E+00 1.43E+00 1.43E+00 8.52E-01 2.27E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.429  2.40E+01 5.93E+01 7.41E+02 5.74E+00 9.03E+00 2.73E+00 5.27E+00 5.00E+00 4.40E+00 3.97E+00 5.00E+00 4.29E+00 4.29E+00 2.86E+00 2.99E+00 2.27E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.444  4.60E+01 1.17E+02 1.45E+03 1.23E+01 1.51E+01 8.67E+00 1.11E+01 7.73E+00 7.86E+00 8.86E+00 1.14E+01 8.57E+00 7.14E+00 5.71E+00 5.14E+00 4.41E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.459  7.90E+01 1.44E+02 1.87E+03 1.26E+01 1.70E+01 9.43E+00 1.41E+01 1.02E+01 9.29E+00 1.17E+01 1.30E+01 1.00E+01 9.21E+00 1.00E+01 7.99E+00 6.56E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.473  1.23E+02 2.09E+02 2.70E+03 1.69E+01 2.46E+01 1.90E+01 1.74E+01 1.52E+01 1.56E+01 1.41E+01 1.95E+01 1.36E+01 1.58E+01 1.57E+01 1.01E+01 8.29E+00 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.487  1.79E+02 2.41E+02 3.15E+03 1.55E+01 2.51E+01 2.39E+01 2.12E+01 1.73E+01 2.11E+01 1.77E+01 2.23E+01 1.57E+01 1.90E+01 1.49E+01 1.37E+01 8.29E+00 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.500  2.52E+02 3.41E+02 4.68E+03 1.64E+01 2.33E+01 3.63E+01 3.33E+01 2.94E+01 2.97E+01 2.58E+01 2.98E+01 2.29E+01 2.40E+01 2.64E+01 1.88E+01 1.39E+01 9.29E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.513  3.48E+02 4.29E+02 5.97E+03 2.50E+01 3.13E+01 4.01E+01 3.26E+01 3.81E+01 3.20E+01 3.66E+01 3.87E+01 3.36E+01 3.19E+01 3.28E+01 2.67E+01 1.82E+01 9.29E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.538  6.11E+02 6.24E+02 8.58E+03 3.14E+01 5.04E+01 5.50E+01 4.23E+01 6.50E+01 5.76E+01 5.93E+01 5.89E+01 4.57E+01 3.76E+01 4.28E+01 3.45E+01 2.60E+01 1.36E+01 4.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.562  1.01E+03 9.64E+02 1.35E+04 4.00E+01 7.29E+01 7.95E+01 6.93E+01 1.01E+02 9.28E+01 9.83E+01 8.44E+01 6.86E+01 6.22E+01 6.71E+01 5.79E+01 4.21E+01 2.21E+01 6.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.585  1.73E+03 1.90E+03 2.75E+04 6.40E+01 1.22E+02 9.99E+01 1.45E+02 2.36E+02 2.16E+02 2.13E+02 1.52E+02 1.34E+02 1.21E+02 1.21E+02 1.11E+02 8.86E+01 5.43E+01 2.21E+01 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.607  3.00E+03 3.21E+03 4.94E+04 5.66E+01 1.49E+02 1.47E+02 2.57E+02 3.92E+02 3.90E+02 3.35E+02 2.76E+02 2.29E+02 2.00E+02 2.08E+02 1.99E+02 1.53E+02 1.10E+02 5.50E+01 2.43E+01 1.21E+01 6.43E+00 3.57E+00 3.57E+00 2.46E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.628  5.96E+03 8.63E+03 1.41E+05 1.64E+02 2.96E+02 4.27E+02 6.76E+02 9.36E+02 8.87E+02 8.44E+02 7.69E+02 6.53E+02 5.86E+02 5.68E+02 5.09E+02 4.34E+02 3.29E+02 2.19E+02 1.31E+02 8.93E+01 4.57E+01 3.07E+01 1.86E+01 1.32E+01 5.97E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.649  1.23E+04 1.66E+04 2.85E+05 3.33E+02 5.29E+02 8.71E+02 1.17E+03 1.50E+03 1.62E+03 1.51E+03 1.50E+03 1.26E+03 1.12E+03 1.07E+03 9.78E+02 8.72E+02 7.10E+02 5.41E+02 3.86E+02 2.78E+02 1.68E+02 1.06E+02 6.29E+01 3.60E+01 1.74E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.669  2.55E+04 3.63E+04 6.27E+05 6.62E+02 1.28E+03 1.88E+03 2.55E+03 3.10E+03 3.31E+03 3.24E+03 3.16E+03 2.91E+03 2.57E+03 2.37E+03 2.13E+03 1.85E+03 1.54E+03 1.21E+03 8.96E+02 6.53E+02 4.19E+02 2.62E+02 1.60E+02 8.14E+01 3.71E+01 1.07E+01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.688  5.14E+04 6.74E+04 1.19E+06 1.36E+03 2.51E+03 3.59E+03 4.49E+03 5.23E+03 5.71E+03 5.71E+03 5.82E+03 5.44E+03 4.95E+03 4.51E+03 3.96E+03 3.48E+03 2.92E+03 2.37E+03 1.82E+03 1.39E+03 9.26E+02 5.91E+02 3.52E+02 1.86E+02 8.43E+01 2.79E+01 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.707  1.00E+05 1.28E+05 2.27E+06 2.49E+03 4.84E+03 6.51E+03 8.28E+03 9.61E+03 1.05E+04 1.09E+04 1.10E+04 1.06E+04 9.65E+03 8.62E+03 7.58E+03 6.55E+03 5.54E+03 4.51E+03 3.56E+03 2.72E+03 1.89E+03 1.22E+03 7.26E+02 3.74E+02 1.74E+02 5.43E+01 8.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
