                    *********************************************************************************
                    *  Z= 18 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for AR 41  *
   2.75  0.859  2.70E+01 3.31E+01 2.46E+02 5.00E+00 3.84E+00 6.06E+00 7.64E+00 4.60E+00 3.70E+00 1.54E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.897  3.60E+01 3.75E+01 2.72E+02 7.14E+00 3.84E+00 6.78E+00 7.79E+00 5.32E+00 4.41E+00 1.54E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.934  4.60E+01 4.17E+01 2.97E+02 5.71E+00 7.41E+00 8.08E+00 8.52E+00 5.32E+00 4.41E+00 1.54E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.969  5.60E+01 3.86E+01 2.59E+02 6.43E+00 7.67E+00 6.65E+00 9.06E+00 3.57E+00 3.70E+00 7.95E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  1.003  6.60E+01 3.99E+01 2.90E+02 5.00E+00 7.40E+00 6.43E+00 9.27E+00 5.00E+00 4.57E+00 1.51E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  1.036  7.70E+01 5.05E+01 4.00E+02 7.14E+00 8.12E+00 7.04E+00 9.27E+00 6.43E+00 6.00E+00 3.47E+00 1.63E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  1.068  9.30E+01 7.55E+01 6.61E+02 5.71E+00 1.24E+01 1.27E+01 1.21E+01 8.75E+00 1.04E+01 6.33E+00 3.06E+00 2.40E+00 8.75E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  1.099  1.17E+02 1.21E+02 1.13E+03 1.00E+01 1.80E+01 1.84E+01 1.70E+01 1.52E+01 1.41E+01 1.07E+01 8.06E+00 3.73E+00 3.36E+00 1.66E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  1.129  1.55E+02 1.78E+02 1.72E+03 1.14E+01 2.35E+01 3.11E+01 2.31E+01 2.36E+01 2.06E+01 1.71E+01 1.25E+01 5.87E+00 5.50E+00 2.50E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  1.158  2.05E+02 2.25E+02 2.15E+03 2.00E+01 2.78E+01 3.68E+01 2.33E+01 3.36E+01 2.86E+01 2.12E+01 1.54E+01 6.58E+00 7.23E+00 3.22E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  1.215  3.41E+02 3.18E+02 2.92E+03 3.00E+01 4.54E+01 4.86E+01 4.18E+01 4.29E+01 3.73E+01 2.83E+01 2.09E+01 9.84E+00 7.94E+00 3.22E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.269  5.14E+02 3.77E+02 3.52E+03 3.14E+01 4.69E+01 5.71E+01 5.56E+01 5.46E+01 5.08E+01 3.04E+01 2.30E+01 1.43E+01 8.16E+00 2.55E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.321  7.28E+02 4.75E+02 4.78E+03 3.57E+01 5.33E+01 7.34E+01 6.49E+01 6.69E+01 5.41E+01 4.14E+01 3.03E+01 2.33E+01 1.10E+01 8.26E+00 4.98E+00 3.26E+00 2.23E+00 1.53E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.370  1.05E+03 8.19E+02 8.84E+03 5.20E+01 8.88E+01 1.13E+02 1.23E+02 1.08E+02 8.29E+01 6.91E+01 5.89E+01 3.72E+01 2.53E+01 1.96E+01 1.40E+01 1.06E+01 8.02E+00 3.91E+00 3.79E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.419  1.60E+03 1.39E+03 1.53E+04 8.27E+01 1.29E+02 2.04E+02 1.85E+02 1.78E+02 1.62E+02 1.26E+02 1.15E+02 6.00E+01 5.10E+01 3.07E+01 2.47E+01 1.63E+01 1.23E+01 7.05E+00 4.50E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.465  2.48E+03 2.12E+03 2.30E+04 1.28E+02 1.94E+02 3.06E+02 2.78E+02 2.92E+02 2.46E+02 2.04E+02 1.63E+02 1.02E+02 7.57E+01 5.07E+01 3.26E+01 2.06E+01 1.52E+01 7.66E+00 3.71E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.510  3.73E+03 2.89E+03 3.18E+04 1.58E+02 2.79E+02 3.90E+02 3.93E+02 3.86E+02 3.51E+02 2.80E+02 2.19E+02 1.41E+02 1.14E+02 6.57E+01 4.36E+01 2.94E+01 2.08E+01 9.91E+00 4.74E+00 4.39E+00 2.24E+00 1.43E+00 1.62E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.554  5.42E+03 3.87E+03 4.43E+04 1.96E+02 3.86E+02 4.94E+02 5.14E+02 4.89E+02 4.48E+02 3.84E+02 2.81E+02 2.04E+02 1.50E+02 9.79E+01 6.71E+01 5.45E+01 3.65E+01 1.96E+01 1.47E+01 1.15E+01 8.24E+00 5.10E+00 2.87E+00 2.26E+00 1.44E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.596  7.84E+03 5.81E+03 7.12E+04 2.45E+02 4.89E+02 6.84E+02 7.33E+02 7.34E+02 6.61E+02 5.80E+02 4.43E+02 3.46E+02 2.49E+02 1.91E+02 1.26E+02 1.04E+02 6.96E+01 4.86E+01 3.47E+01 2.55E+01 1.85E+01 1.08E+01 7.16E+00 5.12E+00 2.87E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.638  1.17E+04 9.45E+03 1.18E+05 3.89E+02 7.86E+02 1.04E+03 1.17E+03 1.11E+03 1.09E+03 9.41E+02 7.56E+02 5.81E+02 4.49E+02 3.39E+02 2.56E+02 1.80E+02 1.29E+02 7.79E+01 6.07E+01 3.54E+01 2.76E+01 1.50E+01 8.89E+00 4.40E+00 2.87E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.718  2.69E+04 2.10E+04 2.64E+05 8.89E+02 1.67E+03 2.23E+03 2.50E+03 2.57E+03 2.43E+03 2.10E+03 1.75E+03 1.33E+03 1.05E+03 7.54E+02 5.60E+02 3.80E+02 2.67E+02 1.79E+02 1.19E+02 7.43E+01 5.61E+01 3.00E+01 2.26E+01 1.30E+01 7.14E+00 6.46E+00 3.63E+00 2.87E+00 1.43E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.794  5.85E+04 4.22E+04 5.69E+05 1.61E+03 3.08E+03 4.18E+03 4.75E+03 4.85E+03 4.63E+03 4.10E+03 3.45E+03 2.80E+03 2.23E+03 1.71E+03 1.31E+03 9.80E+02 7.21E+02 5.36E+02 3.86E+02 2.94E+02 1.97E+02 1.50E+02 9.85E+01 6.93E+01 4.64E+01 2.87E+01 2.03E+01 1.46E+01 8.60E+00 6.48E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.868  1.27E+05 9.48E+04 1.33E+06 3.33E+03 6.35E+03 8.59E+03 9.95E+03 1.04E+04 1.00E+04 9.21E+03 7.95E+03 6.70E+03 5.39E+03 4.30E+03 3.33E+03 2.54E+03 1.95E+03 1.42E+03 1.07E+03 7.18E+02 5.26E+02 3.54E+02 2.54E+02 1.54E+02 1.01E+02 5.64E+01 4.13E+01 2.19E+01 1.51E+01 8.02E+00 3.57E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.938  2.71E+05 1.94E+05 2.79E+06 6.69E+03 1.26E+04 1.71E+04 1.99E+04 2.08E+04 2.03E+04 1.85E+04 1.64E+04 1.38E+04 1.13E+04 8.95E+03 7.08E+03 5.37E+03 4.14E+03 3.07E+03 2.30E+03 1.64E+03 1.24E+03 8.58E+02 6.36E+02 4.16E+02 3.17E+02 2.16E+02 1.56E+02 1.05E+02 7.10E+01 6.44E+01 4.08E+01 3.64E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  2.006  4.92E+05 2.47E+05 3.65E+06 8.13E+03 1.54E+04 2.08E+04 2.44E+04 2.58E+04 2.52E+04 2.31E+04 2.07E+04 1.75E+04 1.46E+04 1.15E+04 9.28E+03 7.25E+03 5.69E+03 4.36E+03 3.32E+03 2.54E+03 1.87E+03 1.44E+03 1.03E+03 7.97E+02 5.39E+02 4.06E+02 2.79E+02 2.04E+02 1.29E+02 1.00E+02 6.78E+01 6.89E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  2.072  7.72E+05 3.13E+05 4.75E+06 9.87E+03 1.89E+04 2.52E+04 3.00E+04 3.21E+04 3.14E+04 2.89E+04 2.61E+04 2.23E+04 1.88E+04 1.47E+04 1.22E+04 9.80E+03 7.82E+03 6.20E+03 4.79E+03 3.94E+03 2.83E+03 2.01E+03 1.43E+03 1.18E+03 7.61E+02 5.95E+02 4.01E+02 3.04E+02 1.87E+02 1.36E+02 9.48E+01 1.01E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  2.136  1.13E+06 3.98E+05 6.19E+06 1.20E+04 2.31E+04 3.06E+04 3.68E+04 3.99E+04 3.91E+04 3.60E+04 3.29E+04 2.83E+04 2.42E+04 1.89E+04 1.59E+04 1.32E+04 1.07E+04 8.81E+03 6.92E+03 6.12E+03 4.26E+03 2.82E+03 1.97E+03 1.56E+03 9.82E+02 7.85E+02 5.24E+02 4.03E+02 2.45E+02 1.71E+02 1.22E+02 1.34E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  2.198  1.58E+06 5.06E+05 8.08E+06 1.46E+04 2.83E+04 3.71E+04 4.52E+04 4.97E+04 4.86E+04 4.49E+04 4.16E+04 3.60E+04 3.12E+04 2.42E+04 2.09E+04 1.79E+04 1.48E+04 1.25E+04 9.98E+03 9.49E+03 6.43E+03 3.96E+03 2.73E+03 2.06E+03 1.20E+03 9.75E+02 6.46E+02 5.03E+02 3.03E+02 2.07E+02 1.49E+02 1.66E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.258  2.15E+06 6.46E+05 1.06E+07 1.77E+04 3.47E+04 4.50E+04 5.54E+04 6.18E+04 6.04E+04 5.61E+04 5.24E+04 4.58E+04 4.02E+04 3.11E+04 2.73E+04 2.41E+04 2.03E+04 1.78E+04 1.44E+04 1.47E+04 9.69E+03 5.55E+03 3.78E+03 2.73E+03 1.43E+03 1.16E+03 7.69E+02 6.02E+02 3.61E+02 2.42E+02 1.76E+02 1.99E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.316  2.89E+06 8.27E+05 1.39E+07 2.15E+04 4.25E+04 5.46E+04 6.80E+04 7.69E+04 7.52E+04 7.00E+04 6.61E+04 5.82E+04 5.17E+04 3.99E+04 3.58E+04 3.26E+04 2.79E+04 2.53E+04 2.08E+04 2.29E+04 1.46E+04 7.79E+03 5.23E+03 3.61E+03 1.69E+03 1.35E+03 8.91E+02 7.02E+02 4.18E+02 2.78E+02 2.03E+02 2.31E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.457  5.87E+06 1.56E+06 2.81E+07 3.49E+04 7.07E+04 8.85E+04 1.14E+05 1.33E+05 1.30E+05 1.22E+05 1.18E+05 1.06E+05 9.73E+04 7.43E+04 7.03E+04 6.92E+04 6.18E+04 6.09E+04 5.19E+04 6.87E+04 4.08E+04 1.81E+04 1.18E+04 7.26E+03 2.58E+03 1.98E+03 1.20E+03 9.50E+02 5.63E+02 3.67E+02 2.70E+02 3.12E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.590  1.16E+07 3.01E+06 5.89E+07 5.67E+04 1.18E+05 1.44E+05 1.89E+05 2.29E+05 2.24E+05 2.12E+05 2.11E+05 1.94E+05 1.83E+05 1.39E+05 1.38E+05 1.47E+05 1.37E+05 1.47E+05 1.30E+05 2.06E+05 1.14E+05 4.22E+04 2.65E+04 1.46E+04 3.93E+03 2.88E+03 1.50E+03 1.20E+03 7.08E+02 4.56E+02 3.38E+02 3.93E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.837  5.04E+07 1.25E+07 2.91E+08 1.50E+05 3.25E+05 3.78E+05 5.27E+05 6.81E+05 6.67E+05 6.43E+05 6.73E+05 6.45E+05 6.48E+05 4.81E+05 5.33E+05 6.60E+05 6.72E+05 8.51E+05 8.11E+05 1.86E+06 8.90E+05 2.29E+05 1.34E+05 5.93E+04 9.15E+03 6.13E+03 2.37E+03 1.70E+03 9.98E+02 6.34E+02 4.73E+02 5.56E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  3.276  1.96E+09 3.70E+08 1.12E+10 1.04E+06 2.48E+06 2.61E+06 4.09E+06 6.03E+06 5.91E+06 5.90E+06 6.86E+06 7.15E+06 8.13E+06 5.81E+06 7.94E+06 1.34E+07 1.62E+07 2.86E+07 3.17E+07 1.51E+08 5.42E+07 6.75E+06 3.45E+06 9.75E+05 4.96E+04 2.77E+04 5.89E+03 3.39E+03 1.58E+03 9.91E+02 7.42E+02 8.80E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.663  1.01E+11 1.94E+10 6.44E+11 7.28E+06 1.89E+07 1.81E+07 3.17E+07 5.34E+07 5.24E+07 5.41E+07 6.98E+07 7.92E+07 1.02E+08 7.01E+07 1.18E+08 2.70E+08 3.90E+08 9.62E+08 1.24E+09 1.22E+10 3.30E+09 1.99E+08 8.86E+07 1.60E+07 2.69E+05 1.26E+05 1.47E+04 6.79E+03 2.16E+03 1.35E+03 1.01E+03 1.20E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  4.012  6.72E+12 1.30E+12 4.44E+13 5.08E+07 1.44E+08 1.25E+08 2.46E+08 4.73E+08 4.65E+08 4.97E+08 7.11E+08 8.77E+08 1.28E+09 8.46E+08 1.76E+09 5.46E+09 9.39E+09 3.24E+10 4.83E+10 9.93E+11 2.01E+11 5.84E+09 2.27E+09 2.63E+08 1.46E+06 5.68E+05 3.64E+04 1.36E+04 2.95E+03 1.70E+03 1.28E+03 1.53E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
