                    *********************************************************************************
                    *  Z= 45 A=104: Positive-Parity Spin-dependent Level Density [MeV-1] for RH104  *
   2.75  0.539  1.88E+02 3.53E+02 2.72E+03 3.05E+01 6.15E+01 4.71E+01 5.78E+01 5.21E+01 4.25E+01 2.03E+01 2.35E+01 1.40E+01 2.99E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.563  2.97E+02 5.22E+02 4.16E+03 3.46E+01 8.07E+01 7.55E+01 9.66E+01 7.03E+01 6.17E+01 4.26E+01 3.30E+01 1.89E+01 6.39E+00 8.36E-01 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.586  4.73E+02 8.82E+02 7.25E+03 3.82E+01 1.43E+02 1.19E+02 1.61E+02 1.33E+02 1.10E+02 7.71E+01 5.83E+01 2.53E+01 1.08E+01 5.00E+00 1.43E+00 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.608  7.38E+02 1.24E+03 1.04E+04 5.64E+01 1.94E+02 1.60E+02 2.27E+02 1.79E+02 1.67E+02 1.12E+02 7.68E+01 3.62E+01 2.24E+01 9.89E+00 2.14E+00 5.93E-01 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.630  1.14E+03 1.97E+03 1.71E+04 5.64E+01 2.87E+02 2.56E+02 3.66E+02 2.83E+02 2.87E+02 1.88E+02 1.17E+02 6.70E+01 3.44E+01 1.81E+01 5.59E+00 3.09E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.650  1.73E+03 2.73E+03 2.43E+04 4.81E+01 3.87E+02 3.68E+02 4.90E+02 4.13E+02 3.86E+02 2.63E+02 1.79E+02 9.18E+01 5.66E+01 2.99E+01 1.14E+01 4.64E+00 2.08E+00 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.670  2.61E+03 4.33E+03 3.94E+04 1.00E+02 5.89E+02 5.26E+02 7.93E+02 6.17E+02 6.19E+02 4.24E+02 2.89E+02 1.73E+02 9.44E+01 6.26E+01 3.00E+01 6.79E+00 7.53E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.690  3.91E+03 6.04E+03 5.59E+04 1.07E+02 8.45E+02 7.36E+02 1.03E+03 8.89E+02 8.62E+02 5.86E+02 4.16E+02 2.50E+02 1.59E+02 8.66E+01 4.65E+01 1.52E+01 1.38E+01 3.21E+00 0.00E+00 3.52E-01 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.709  5.87E+03 9.62E+03 9.15E+04 1.34E+02 1.25E+03 1.17E+03 1.67E+03 1.38E+03 1.34E+03 9.20E+02 7.00E+02 4.53E+02 2.80E+02 1.51E+02 9.28E+01 4.32E+01 3.04E+01 6.06E+00 5.93E-01 1.54E+00 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.727  8.74E+03 1.34E+04 1.29E+05 1.66E+02 1.68E+03 1.66E+03 2.35E+03 1.84E+03 1.83E+03 1.29E+03 1.01E+03 6.63E+02 3.91E+02 2.45E+02 1.44E+02 7.93E+01 4.48E+01 8.68E+00 5.34E+00 3.46E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.763  1.96E+04 3.02E+04 2.99E+05 2.86E+02 3.76E+03 3.57E+03 5.04E+03 4.19E+03 4.04E+03 2.92E+03 2.31E+03 1.59E+03 1.02E+03 6.24E+02 4.05E+02 2.10E+02 1.12E+02 4.52E+01 2.19E+01 1.15E+01 3.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.797  4.38E+04 6.64E+04 6.72E+05 4.91E+02 7.92E+03 7.80E+03 1.10E+04 9.03E+03 8.94E+03 6.53E+03 5.17E+03 3.58E+03 2.36E+03 1.55E+03 9.63E+02 5.25E+02 2.90E+02 1.39E+02 8.05E+01 4.24E+01 6.52E+00 3.65E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.829  9.58E+04 1.42E+05 1.46E+06 9.15E+02 1.67E+04 1.61E+04 2.27E+04 1.93E+04 1.92E+04 1.41E+04 1.12E+04 7.74E+03 5.36E+03 3.47E+03 2.16E+03 1.27E+03 7.21E+02 4.17E+02 2.25E+02 9.84E+01 4.51E+01 1.73E+01 6.52E+00 2.37E+00 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.860  2.05E+05 2.96E+05 3.10E+06 1.50E+03 3.37E+04 3.29E+04 4.70E+04 3.97E+04 3.99E+04 2.96E+04 2.39E+04 1.67E+04 1.16E+04 7.62E+03 4.90E+03 2.99E+03 1.83E+03 1.06E+03 5.74E+02 2.56E+02 1.30E+02 7.72E+01 2.79E+01 1.07E+01 3.56E+00 1.63E+00 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.891  4.32E+05 6.10E+05 6.50E+06 2.78E+03 6.83E+04 6.58E+04 9.51E+04 8.06E+04 8.17E+04 6.11E+04 5.01E+04 3.55E+04 2.47E+04 1.66E+04 1.10E+04 6.95E+03 4.42E+03 2.60E+03 1.28E+03 6.77E+02 3.92E+02 1.95E+02 9.19E+01 4.15E+01 2.02E+01 1.17E+01 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.920  8.98E+05 1.25E+06 1.36E+07 4.80E+03 1.38E+05 1.33E+05 1.94E+05 1.63E+05 1.66E+05 1.25E+05 1.04E+05 7.43E+04 5.27E+04 3.61E+04 2.47E+04 1.57E+04 9.97E+03 5.82E+03 3.03E+03 1.73E+03 9.37E+02 5.21E+02 2.77E+02 1.30E+02 7.23E+01 3.72E+01 1.14E+01 2.96E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.948  1.85E+06 2.56E+06 2.81E+07 9.66E+03 2.78E+05 2.67E+05 3.90E+05 3.31E+05 3.38E+05 2.56E+05 2.13E+05 1.54E+05 1.11E+05 7.74E+04 5.34E+04 3.45E+04 2.25E+04 1.22E+04 6.80E+03 4.04E+03 2.35E+03 1.31E+03 7.27E+02 3.85E+02 2.02E+02 9.07E+01 5.23E+01 1.96E+01 7.71E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.976  3.79E+06 5.18E+06 5.74E+07 1.73E+04 5.52E+05 5.33E+05 7.79E+05 6.62E+05 6.82E+05 5.19E+05 4.34E+05 3.16E+05 2.32E+05 1.63E+05 1.13E+05 7.44E+04 4.51E+04 2.50E+04 1.51E+04 9.19E+03 5.51E+03 3.25E+03 1.88E+03 9.97E+02 5.09E+02 2.67E+02 1.45E+02 7.11E+01 3.08E+01 9.49E+00 4.15E+00 1.11E+00 5.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.002  7.68E+06 1.04E+07 1.16E+08 3.44E+04 1.09E+06 1.05E+06 1.54E+06 1.31E+06 1.36E+06 1.04E+06 8.76E+05 6.42E+05 4.74E+05 3.35E+05 2.36E+05 1.57E+05 8.92E+04 5.17E+04 3.25E+04 2.07E+04 1.28E+04 7.78E+03 4.51E+03 2.48E+03 1.37E+03 7.14E+02 3.95E+02 2.04E+02 8.36E+01 4.39E+01 2.08E+01 9.16E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.028  1.54E+07 2.05E+07 2.31E+08 6.45E+04 2.12E+06 2.05E+06 3.02E+06 2.58E+06 2.69E+06 2.07E+06 1.75E+06 1.29E+06 9.58E+05 6.85E+05 4.89E+05 2.95E+05 1.67E+05 1.06E+05 7.01E+04 4.56E+04 2.92E+04 1.80E+04 1.06E+04 6.13E+03 3.43E+03 1.87E+03 1.02E+03 5.10E+02 2.59E+02 1.43E+02 6.70E+01 3.41E+01 1.36E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.079  6.48E+07 7.83E+07 8.89E+08 2.29E+05 7.95E+06 7.66E+06 1.14E+07 9.77E+06 1.03E+07 7.94E+06 6.82E+06 5.08E+06 3.83E+06 2.78E+06 1.67E+06 9.83E+05 6.45E+05 4.46E+05 3.11E+05 2.12E+05 1.40E+05 9.01E+04 5.61E+04 3.39E+04 1.98E+04 1.13E+04 6.35E+03 3.54E+03 1.91E+03 1.01E+03 5.27E+02 2.82E+02 2.67E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.127  2.48E+08 2.87E+08 3.25E+09 7.90E+05 2.91E+07 2.80E+07 4.19E+07 3.61E+07 3.82E+07 2.98E+07 2.58E+07 1.94E+07 1.35E+07 7.92E+06 5.02E+06 3.41E+06 2.46E+06 1.81E+06 1.31E+06 9.21E+05 6.32E+05 4.21E+05 2.71E+05 1.70E+05 1.04E+05 6.22E+04 3.64E+04 2.08E+04 1.17E+04 6.50E+03 3.59E+03 1.94E+03 2.10E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.173  8.91E+08 9.99E+08 1.11E+10 2.68E+06 1.04E+08 1.00E+08 1.51E+08 1.30E+08 1.39E+08 1.09E+08 8.95E+07 5.47E+07 3.51E+07 2.25E+07 1.62E+07 1.21E+07 9.28E+06 7.05E+06 5.26E+06 3.82E+06 2.69E+06 1.85E+06 1.23E+06 7.99E+05 5.07E+05 3.13E+05 1.89E+05 1.12E+05 6.57E+04 3.74E+04 2.12E+04 1.19E+04 1.41E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.217  2.94E+09 3.10E+09 3.34E+10 8.93E+06 3.65E+08 3.51E+08 5.31E+08 4.43E+08 4.07E+08 2.69E+08 2.08E+08 1.25E+08 9.34E+07 6.79E+07 5.41E+07 4.29E+07 3.42E+07 2.67E+07 2.04E+07 1.52E+07 1.10E+07 7.73E+06 5.30E+06 3.54E+06 2.31E+06 1.47E+06 9.19E+05 5.63E+05 3.39E+05 1.99E+05 1.17E+05 6.76E+04 8.44E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.260  6.71E+09 4.44E+09 4.78E+10 1.48E+07 6.16E+08 5.57E+08 8.03E+08 5.93E+08 4.88E+08 3.00E+08 2.65E+08 1.68E+08 1.38E+08 1.07E+08 8.97E+07 7.29E+07 5.89E+07 4.66E+07 3.59E+07 2.70E+07 1.97E+07 1.40E+07 9.74E+06 6.59E+06 4.36E+06 2.81E+06 1.78E+06 1.10E+06 6.73E+05 4.00E+05 2.37E+05 1.39E+05 1.77E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.301  1.22E+10 6.49E+09 6.98E+10 2.44E+07 1.04E+09 8.83E+08 1.21E+09 7.94E+08 5.85E+08 3.35E+08 3.36E+08 2.24E+08 2.04E+08 1.68E+08 1.49E+08 1.24E+08 1.02E+08 8.11E+07 6.32E+07 4.79E+07 3.54E+07 2.55E+07 1.79E+07 1.23E+07 8.21E+06 5.37E+06 3.44E+06 2.15E+06 1.33E+06 8.05E+05 4.82E+05 2.86E+05 3.72E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.341  2.02E+10 9.64E+09 1.04E+11 4.02E+07 1.75E+09 1.40E+09 1.83E+09 1.06E+09 7.02E+08 3.74E+08 4.27E+08 3.00E+08 3.03E+08 2.65E+08 2.46E+08 2.10E+08 1.75E+08 1.41E+08 1.11E+08 8.52E+07 6.37E+07 4.64E+07 3.29E+07 2.28E+07 1.55E+07 1.02E+07 6.65E+06 4.21E+06 2.65E+06 1.62E+06 9.80E+05 5.88E+05 7.81E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.380  3.23E+10 1.46E+10 1.59E+11 6.65E+07 2.96E+09 2.22E+09 2.77E+09 1.42E+09 8.41E+08 4.18E+08 5.42E+08 4.01E+08 4.48E+08 4.17E+08 4.08E+08 3.57E+08 3.02E+08 2.46E+08 1.96E+08 1.52E+08 1.14E+08 8.43E+07 6.04E+07 4.24E+07 2.92E+07 1.95E+07 1.29E+07 8.24E+06 5.26E+06 3.26E+06 1.99E+06 1.21E+06 1.64E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.418  5.08E+10 2.23E+10 2.47E+11 1.10E+08 4.99E+09 3.52E+09 4.19E+09 1.91E+09 1.01E+09 4.66E+08 6.88E+08 5.36E+08 6.63E+08 6.56E+08 6.76E+08 6.07E+08 5.20E+08 4.30E+08 3.45E+08 2.69E+08 2.06E+08 1.53E+08 1.11E+08 7.89E+07 5.50E+07 3.73E+07 2.49E+07 1.61E+07 1.04E+07 6.55E+06 4.05E+06 2.48E+06 3.44E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.454  7.92E+10 3.46E+10 3.90E+11 1.81E+08 8.42E+09 5.59E+09 6.33E+09 2.55E+09 1.21E+09 5.21E+08 8.73E+08 7.17E+08 9.81E+08 1.03E+09 1.12E+09 1.03E+09 8.96E+08 7.49E+08 6.07E+08 4.79E+08 3.69E+08 2.78E+08 2.04E+08 1.47E+08 1.04E+08 7.11E+07 4.82E+07 3.15E+07 2.07E+07 1.32E+07 8.23E+06 5.11E+06 7.22E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.543  2.59E+11 1.09E+11 1.31E+12 6.35E+08 3.11E+10 1.77E+10 1.78E+10 5.29E+09 1.90E+09 6.85E+08 1.59E+09 1.48E+09 2.61E+09 3.21E+09 3.96E+09 3.87E+09 3.49E+09 3.00E+09 2.50E+09 2.02E+09 1.60E+09 1.24E+09 9.33E+08 6.92E+08 5.05E+08 3.57E+08 2.51E+08 1.69E+08 1.15E+08 7.57E+07 4.85E+07 3.10E+07 4.61E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.626  8.48E+11 3.62E+11 4.70E+12 2.23E+09 1.15E+11 5.61E+10 4.99E+10 1.10E+10 3.00E+09 9.02E+08 2.88E+09 3.06E+09 6.96E+09 9.99E+09 1.40E+10 1.46E+10 1.36E+10 1.20E+10 1.03E+10 8.51E+09 6.92E+09 5.52E+09 4.27E+09 3.27E+09 2.46E+09 1.80E+09 1.31E+09 9.02E+08 6.36E+08 4.34E+08 2.86E+08 1.88E+08 2.95E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.781  1.30E+13 4.52E+12 7.09E+13 2.74E+10 1.57E+12 5.63E+11 3.94E+11 4.73E+10 7.44E+09 1.56E+09 9.49E+09 1.31E+10 4.94E+10 9.66E+10 1.75E+11 2.06E+11 2.07E+11 1.94E+11 1.74E+11 1.51E+11 1.30E+11 1.09E+11 8.93E+10 7.28E+10 5.86E+10 4.54E+10 3.54E+10 2.58E+10 1.96E+10 1.43E+10 9.91E+09 6.90E+09 1.20E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.057  5.05E+15 1.00E+15 2.44E+16 4.13E+12 2.93E+14 5.67E+13 2.45E+13 8.77E+11 4.57E+10 4.70E+09 1.03E+11 2.39E+11 2.49E+12 9.03E+12 2.74E+13 4.11E+13 4.79E+13 5.00E+13 4.97E+13 4.78E+13 4.54E+13 4.29E+13 3.91E+13 3.61E+13 3.32E+13 2.90E+13 2.60E+13 2.11E+13 1.85E+13 1.55E+13 1.19E+13 9.33E+12 2.00E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.300  3.23E+16 4.44E+15 7.89E+16 8.23E+12 5.85E+14 1.13E+14 1.52E+15 1.63E+13 2.81E+11 1.41E+10 1.12E+12 4.36E+12 1.25E+14 8.44E+14 5.46E+13 8.21E+13 9.56E+13 9.99E+13 9.91E+13 9.54E+13 9.08E+13 8.58E+13 7.82E+13 7.21E+13 6.63E+13 5.79E+13 5.19E+13 4.22E+13 3.70E+13 3.10E+13 2.39E+13 1.87E+13 4.00E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.519  9.75E+17 1.84E+17 2.54E+18 1.64E+13 1.17E+15 2.25E+14 9.46E+16 3.01E+14 1.73E+12 4.24E+10 1.22E+13 7.96E+13 6.30E+15 7.89E+16 1.09E+14 1.64E+14 1.91E+14 1.99E+14 1.98E+14 1.91E+14 1.81E+14 1.71E+14 1.56E+14 1.44E+14 1.32E+14 1.16E+14 1.04E+14 8.44E+13 7.39E+13 6.20E+13 4.77E+13 3.73E+13 7.99E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
